Method,Description,Cost,Scaling Factor
Chloroform+NaOCl,Equal amount of chloroform and NaOCl added to dried biomass and incubated at 30°C and 200rpm for 3 hours. It is then centrifuged and the bottom layer is filtered through Whatman No. 1 into 10X chilled methanol.,262.8,0.500000
