id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn05195_c0	>	Cytosol	Unknown	ATP phosphohydrolase (ferric-ion-transporting) [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd10516[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd10516[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  fe3 [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  fe3 [c0][c0]	rxn05195	FE3abc			
rxn01208_c0	<	Cytosol	Unknown	R01652 [c0]		3.09		(1)  cpd00011[c0] + (1)  cpd00200[c0] <= (1)  cpd00067[c0] + (1)  cpd02605[c0]	(1)  CO2 [c0][c0] + (1)  4MOP [c0][c0] <= (1)  H+ [c0][c0] + (1)  2-isopropyl-3-oxosuccinate [c0][c0]	rxn01208	OMCDC	R01652	Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Energy-Metabolism|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn02989_c0	<	Cytosol	Unknown	R04293 [c0]		27.96		(1)  cpd00001[c0] + (1)  cpd02333[c0] <= (1)  cpd02692[c0]	(1)  H2O [c0][c0] + (1)  Quinolinate [c0][c0] <= (1)  2-Amino-3-carboxymuconate semialdehyde [c0][c0]	rxn02989	QUILSYN	R04293	Tryptophan metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|NADSYN-PWY
rxn00064_c0	>	Cytosol	Unknown	ATP aminohydrolase [c0]		-8.48		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00067[c0] => (1)  cpd00013[c0] + (1)  cpd00068[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  H+ [c0][c0] => (1)  NH3 [c0][c0] + (1)  ITP [c0][c0]	rxn00064		R00088		
rxn04133_c0	>	Cytosol	Unknown	R06064 [c0]		-34.57		(1)  cpd00001[c0] + (1)  cpd08625[c0] => (1)  cpd00011[c0] + (1)  cpd00067[c0] + (1)  cpd01092[c0]	(1)  H2O [c0][c0] + (1)  5-Hydroxyisourate [c0][c0] => (1)  CO2 [c0][c0] + (1)  H+ [c0][c0] + (1)  Allantoin [c0][c0]	rxn04133		R06064		
rxn02666_c0	<	Cytosol	Unknown	R03758 [c0]		3.09		(1)  cpd00011[c0] + (1)  cpd01298[c0] <= (1)  cpd00067[c0] + (1)  cpd02211[c0]	(1)  CO2 [c0][c0] + (1)  Aminoacetone [c0][c0] <= (1)  H+ [c0][c0] + (1)  L-2-Amino-acetoacetate [c0][c0]	rxn02666	AOBUTDs	R03758		Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG|Vitamin-Biosynthesis
rxn05467_c0	=	Cytosol	Unknown	CO2 transporter via diffusion [c0]		0		(1)  cpd00011[e0] <=> (1)  cpd00011[c0]	(1)  CO2 [e0][e0] <=> (1)  CO2 [c0][c0]	rxn05467	CO2t			
rxn24718_c0	>	Cytosol	Unknown	RXN-8243.c [c0]		-90.96		(1)  cpd00025[c0] + (1)  cpd02074[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00339[c0]	(1)  H2O2 [c0][c0] + (1)  2-Oxo-6-aminocaproate [c0][c0] => (1)  H2O [c0][c0] + (1)  CO2 [c0][c0] + (1)  5-Aminopentanoate [c0][c0]	rxn24718				Amino-Acid-Degradation|Degradation|LYSINE-DEG
rxn23589_c0	<	Cytosol	Unknown	RXN-13329.c [c0]		31.23		(1)  cpd00001[c0] + (1)  cpd14545[c0] <= (1)  cpd00013[c0] + (1)  cpd00040[c0]	(1)  H2O [c0][c0] + (1)  Iminoglycine [c0][c0] <= (1)  NH3 [c0][c0] + (1)  Glyoxalate [c0][c0]	rxn23589				
rxn08502_e0	=	Extracellular	Unknown	enterobactin Fe(III) binding (spontaneous) [e0]		-56.08		(1)  cpd03453[e0] + (1)  cpd10516[e0] <=> (1)  cpd03726[e0]	(1)  Enterobactin [e0][e0] + (1)  fe3 [e0][e0] <=> (1)  Fe-enterochlin [e0][e0]	rxn08502	FEENTERexs			
rxn08428_c0	=	Cytosol	Unknown	ethanol transport via diffusion (extracellular to periplasm) [c0]		0		(1)  cpd00363[c0] <=> (1)  cpd00363[e0]	(1)  Ethanol [c0][c0] <=> (1)  Ethanol [e0][e0]	rxn08428	ETOHtex			
rxn08032_c0	=	Cytosol	Unknown	acetaldehyde transport via diffusion (extracellular to periplasm) [c0]		0		(1)  cpd00071[c0] <=> (1)  cpd00071[e0]	(1)  Acetaldehyde [c0][c0] <=> (1)  Acetaldehyde [e0][e0]	rxn08032	ACALDtex			
rxn08350_c0	=	Cytosol	Unknown	D-lactate transport via proton symport (periplasm) [c0]		0		(1)  cpd00067[e0] + (1)  cpd00221[e0] <=> (1)  cpd00067[c0] + (1)  cpd00221[c0]	(1)  H+ [e0][e0] + (1)  D-Lactate [e0][e0] <=> (1)  H+ [c0][c0] + (1)  D-Lactate [c0][c0]	rxn08350	D-LACt2pp			
rxn09260_c0	=	Cytosol	Unknown	sulfite transport via diffusion (extracellular to periplasm) [c0]		0		(1)  cpd00081[c0] <=> (1)  cpd00081[e0]	(1)  Sulfite [c0][c0] <=> (1)  Sulfite [e0][e0]	rxn09260	SO3tex			
rxn05296_c0	>	Cytosol	Unknown	Protein synthesis				(27.0993697627546)  cpd00001[c0] + (34.8420468378274)  cpd00002[c0] + (0.493257855467681)  cpd00023[c0] + (0.773570796879456)  cpd00033[c0] + (0.505647377740025)  cpd00035[c0] + (0.611732662196967)  cpd00039[c0] + (0.280312941411775)  cpd00041[c0] + (0.365490907034137)  cpd00051[c0] + (0.493257855467681)  cpd00053[c0] + (0.409628580129362)  cpd00054[c0] + (0.214493604339949)  cpd00060[c0] + (0.102987903888857)  cpd00065[c0] + (0.332968411069235)  cpd00066[c0] + (0.20984753348782)  cpd00069[c0] + (0.107633974740985)  cpd00084[c0] + (0.656644680434213)  cpd00107[c0] + (0.154869028404296)  cpd00119[c0] + (0.304317640814441)  cpd00129[c0] + (0.280312941411775)  cpd00132[c0] + (0.58153320165813)  cpd00156[c0] + (0.353101384761794)  cpd00161[c0] + (0.511067793734175)  cpd00322[c0] => (34.8420468378274)  cpd00008[c0] + (34.8420468378274)  cpd00009[c0] + (34.8420468378274)  cpd00067[c0] + (1)  cpd11463[c0]	(27.0993697627546)  H2O [c0][c0] + (34.8420468378274)  ATP [c0][c0] + (0.493257855467681)  L-Glutamate [c0][c0] + (0.773570796879456)  Glycine [c0][c0] + (0.505647377740025)  L-Alanine [c0][c0] + (0.611732662196967)  L-Lysine [c0][c0] + (0.280312941411775)  L-Aspartate [c0][c0] + (0.365490907034137)  L-Arginine [c0][c0] + (0.493257855467681)  L-Glutamine [c0][c0] + (0.409628580129362)  L-Serine [c0][c0] + (0.214493604339949)  L-Methionine [c0][c0] + (0.102987903888857)  L-Tryptophan [c0][c0] + (0.332968411069235)  L-Phenylalanine [c0][c0] + (0.20984753348782)  L-Tyrosine [c0][c0] + (0.107633974740985)  L-Cysteine [c0][c0] + (0.656644680434213)  L-Leucine [c0][c0] + (0.154869028404296)  L-Histidine [c0][c0] + (0.304317640814441)  L-Proline [c0][c0] + (0.280312941411775)  L-Asparagine [c0][c0] + (0.58153320165813)  L-Valine [c0][c0] + (0.353101384761794)  L-Threonine [c0][c0] + (0.511067793734175)  L-Isoleucine [c0][c0] => (34.8420468378274)  ADP [c0][c0] + (34.8420468378274)  Phosphate [c0][c0] + (34.8420468378274)  H+ [c0][c0] + (1)  Protein [c0][c0]	rxn05296				
rxn00062_c0	>	Cytosol	Unknown	ATP hydrolysis	3.6.1.3|3.6.3.15|3.6.3.50|3.6.3.51|3.6.3.52|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0]	rxn00062	ATPM	R00086	Purine metabolism|Methane metabolism	
rxn00544_c0	<	Cytosol	Unknown	R00755		-3.43		(1)  cpd00056[c0] + (1)  cpd00071[c0] <= (1)  cpd03049[c0]	(1)  TPP [c0][c0] + (1)  Acetaldehyde [c0][c0] <= (1)  2-Hydroxyethyl-ThPP [c0][c0]	rxn00544		R00755	Glycolysis / Gluconeogenesis	
rxn00171_c0	>	Cytosol	Unknown	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)		-4.7		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00071[c0] => (1)  cpd00004[c0] + (1)  cpd00022[c0] + (1)  cpd00067[c0]	(1)  NAD [c0][c0] + (1)  CoA [c0][c0] + (1)  Acetaldehyde [c0][c0] => (1)  NADH [c0][c0] + (1)  Acetyl-CoA [c0][c0] + (1)  H+ [c0][c0]	rxn00171	ACALD	R00228	Benzoate degradation|Pyruvate metabolism|Dioxin degradation|Xylene degradation	2-Aminoethylphosphonate-Degradation|AROMATIC-COMPOUNDS-DEGRADATION|Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Benzoate-Degradation|Biosynthesis|CARBOXYLATES-DEG|Catechol-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|GLYCINE-SYN|IND-AMINO-ACID-SYN|MANDELATE-DEG|NUCLEO-DEG|Noncarbon-Nutrients|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PHOSPHONOTASE-PWY|PWY0-1277|PWY0-1297|PWY0-1298|Phosphorus-Compounds|Pyrimidine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|THREOCAT-PWY|THREONINE-DEG|TOLUENE-DEG|TRYPTOPHAN-DEG
rxn00225_c0	<	Cytosol	Unknown	ATP:acetate phosphotransferase		-5.36		(1)  cpd00002[c0] + (1)  cpd00029[c0] <= (1)  cpd00008[c0] + (1)  cpd00196[c0]	(1)  ATP [c0][c0] + (1)  Acetate [c0][c0] <= (1)  ADP [c0][c0] + (1)  Acetylphosphate [c0][c0]	rxn00225	ACKr	R00315	Taurine and hypotaurine metabolism|Pyruvate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes	ACETATEUTIL-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetate-Formation|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GALLATE-DEG|LYSINE-DEG|METH-ACETATE-PWY|METHANOGENESIS|NUCLEO-DEG|Other-Degradation|P124-PWY|P142-PWY|P161-PWY|P163-PWY|P164-PWY|P3-PWY|P41-PWY|P441-PWY|P461-PWY|PROPFERM-PWY|PWY0-1312|Purine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn00173_c0	>	Cytosol	Unknown	acetyl-CoA:phosphate acetyltransferase		-5.84		(1)  cpd00009[c0] + (1)  cpd00022[c0] => (1)  cpd00010[c0] + (1)  cpd00196[c0]	(1)  Phosphate [c0][c0] + (1)  Acetyl-CoA [c0][c0] => (1)  CoA [c0][c0] + (1)  Acetylphosphate [c0][c0]	rxn00173	PTA	R00230	Taurine and hypotaurine metabolism|Pyruvate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes	ACETATEUTIL-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetate-Formation|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GALLATE-DEG|LYSINE-DEG|METH-ACETATE-PWY|METHANOGENESIS|MISCELLANEOUS-DEG|NUCLEO-DEG|Noncarbon-Nutrients|Other-Degradation|P122-PWY|P142-PWY|P161-PWY|P163-PWY|P3-PWY|P41-PWY|P441-PWY|P461-PWY|PROPFERM-PWY|PWY0-1312|Purine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sulfoacetaldehyde-Degradation|Sulfolactate-Degradation|Sulfur-Assimilation|Taurine-degradation
rxn00011_c0	<	Cytosol	Unknown	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)		-6.87		(1)  cpd00011[c0] + (1)  cpd03049[c0] <= (1)  cpd00020[c0] + (1)  cpd00056[c0] + (1)  cpd00067[c0]	(1)  CO2 [c0][c0] + (1)  2-Hydroxyethyl-ThPP [c0][c0] <= (1)  Pyruvate [c0][c0] + (1)  TPP [c0][c0] + (1)  H+ [c0][c0]	rxn00011		R00014	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Valine, leucine and isoleucine biosynthesis|Pyruvate metabolism|Butanoate metabolism	
rxn00568_c0	<	Cytosol	Unknown	NIRBD-RXN.c		-91.6		(2)  cpd00001[c0] + (3)  cpd00003[c0] + (1)  cpd00013[c0] <= (3)  cpd00004[c0] + (5)  cpd00067[c0] + (1)  cpd00075[c0]	(2)  H2O [c0][c0] + (3)  NAD [c0][c0] + (1)  NH3 [c0][c0] <= (3)  NADH [c0][c0] + (5)  H+ [c0][c0] + (1)  Nitrite [c0][c0]	rxn00568	NTRIR2x			Degradation|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|Other-Degradation
rxn00371_c0	>	Cytosol	Unknown	Formate:NAD+ oxidoreductase		-3.09		(1)  cpd00003[c0] + (1)  cpd00047[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0]	(1)  NAD [c0][c0] + (1)  Formate [c0][c0] => (1)  NADH [c0][c0] + (1)  CO2 [c0][c0]	rxn00371	FDH	R00519	Glyoxylate and dicarboxylate metabolism|Methane metabolism	C1-COMPOUNDS|CARBOXYLATES-DEG|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|NUCLEO-DEG|Oxalate-Degradation|P164-PWY|Purine-Degradation
rxn08173_c0	>	Cytosol	Unknown	F(1)-ATPase		-6.82		(1)  cpd00008[c0] + (1)  cpd00009[c0] + (4)  cpd00067[e0] => (1)  cpd00001[c0] + (1)  cpd00002[c0] + (3)  cpd00067[c0]	(1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (4)  H+ [e0][e0] => (1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (3)  H+ [c0][c0]	rxn08173	ATPS4rpp			
rxn05625_c0	>	Cytosol	Unknown	nitrite transport in via proton symport, reversible		0		(1)  cpd00067[e0] + (1)  cpd00075[e0] => (1)  cpd00067[c0] + (1)  cpd00075[c0]	(1)  H+ [e0][e0] + (1)  Nitrite [e0][e0] => (1)  H+ [c0][c0] + (1)  Nitrite [c0][c0]	rxn05625	NO2t2			
rxn00364_c0	>	Cytosol	BHNFPM_02731_gene	ATP:CMP phosphotransferase		9.53		(1)  cpd00002[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0] => (1)  cpd00008[c0] + (1)  cpd00096[c0]	(1)  ATP [c0][c0] + (1)  CMP [c0][c0] + (1)  H+ [c0][c0] => (1)  ADP [c0][c0] + (1)  CDP [c0][c0]	rxn00364	CYTK1	R00512	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PWY0-162|PWY0-163|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
rxn03408_c0	>	Cytosol	BHNFPM_02578_gene	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase		-1.7		(1)  cpd00037[c0] + (1)  cpd03494[c0] => (1)  cpd00014[c0] + (1)  cpd03495[c0]	(1)  UDP-N-acetylglucosamine [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine [c0][c0] => (1)  UDP [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0][c0]	rxn03408		R05032	Peptidoglycan biosynthesis	
rxn01673_c0	>	Cytosol	BHNFPM_02712_gene	ATP:dCDP phosphotransferase		0		(1)  cpd00002[c0] + (1)  cpd00533[c0] => (1)  cpd00008[c0] + (1)  cpd00356[c0]	(1)  ATP [c0][c0] + (1)  dCDP [c0][c0] => (1)  ADP [c0][c0] + (1)  dCTP [c0][c0]	rxn01673	NDPK7	R02326	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn00973_c0	>	Cytosol	BHNFPM_02343_gene	citrate hydroxymutase		1.42		(1)  cpd00137[c0] => (1)  cpd00260[c0]	(1)  Citrate [c0][c0] => (1)  Isocitrate [c0][c0]	rxn00973	ACONT	R01324		
rxn12008_c0	<	Cytosol	Unknown	R05611		22.53		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02557[c0] <= (1)  cpd00113[c0] + (1)  cpd02590[c0]	(1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Farnesylfarnesylgeraniol [c0][c0] <= (1)  Isopentenyldiphosphate [c0][c0] + (1)  all-trans-Heptaprenyl diphosphate [c0][c0]	rxn12008	HEPTT	R05611		
rxn03086_c0	<	Cytosol	Unknown	R04467		0		(1)  cpd00024[c0] + (1)  cpd02685[c0] <= (1)  cpd00023[c0] + (1)  cpd03289[c0]	(1)  2-Oxoglutarate [c0][c0] + (1)  N-acetyl-LL-2,6-diaminopimelate [c0][c0] <= (1)  L-Glutamate [c0][c0] + (1)  L-2-Acetamido-6-oxopimelate [c0][c0]	rxn03086	APTA1i	R04467	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN
rxn01219_c0	>	Cytosol	BHNFPM_02731_gene	ATP:dCMP phosphotransferase		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00206[c0] => (1)  cpd00008[c0] + (1)  cpd00533[c0]	(1)  ATP [c0][c0] + (1)  H+ [c0][c0] + (1)  dCMP [c0][c0] => (1)  ADP [c0][c0] + (1)  dCDP [c0][c0]	rxn01219	CYTK2	R01665	Pyrimidine metabolism	
rxn08333_c0	>	Cytosol	BHNFPM_00733_gene	1,4-dihydroxy-2-naphthoate octaprenyltransferase		10.17		(1)  cpd02295[c0] + (1)  cpd02557[c0] => (1)  cpd00011[c0] + (1)  cpd00012[c0] + (1)  cpd15353[c0]	(1)  1-4-Dihydroxy-2-naphthoate [c0][c0] + (1)  Farnesylfarnesylgeraniol [c0][c0] => (1)  CO2 [c0][c0] + (1)  PPi [c0][c0] + (1)  2-Demethylmenaquinol 8 [c0][c0]	rxn08333	DHNAOT4			ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|Demethylmenaquinol-8-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|Quinone-Biosynthesis
rxn00509_c0	>	Cytosol	Unknown	Succinate-semialdehyde:NADP+ oxidoreductase	1.2.1.79	-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00199[c0] => (1)  cpd00005[c0] + (1)  cpd00036[c0] + (2)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  NADP [c0][c0] + (1)  4-Oxobutanoate [c0][c0] => (1)  NADPH [c0][c0] + (1)  Succinate [c0][c0] + (2)  H+ [c0][c0]	rxn00509	SSALy	R00714	Alanine, aspartate and glutamate metabolism|Tyrosine metabolism|Butanoate metabolism	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|4-Aminobutyraye-Degradation|4AMINOBUTMETAB-PWY|AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Degradation|Degradation|Energy-Metabolism|GLUTAMATE-DEG|Nicotine-Degradation|ORNARGDEG-PWY|Other-Degradation|P105-PWY|P181-PWY|PWY3O-210|TCA-VARIANTS
rxn02898_c0	>	Cytosol	BHNFPM_03356_gene	O-Succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase		-14.27		(1)  cpd02021[c0] => (1)  cpd00010[c0] + (1)  cpd02295[c0]	(1)  Succinylbenzoyl-CoA [c0][c0] => (1)  CoA [c0][c0] + (1)  1-4-Dihydroxy-2-naphthoate [c0][c0]	rxn02898	NPHS	R04150		
rxn12549_c0	>	Cytosol	Unknown	4-Hydroxybenzoate transport via proton symport		0		(1)  cpd00067[e0] + (1)  cpd00136[e0] => (1)  cpd00067[c0] + (1)  cpd00136[c0]	(1)  H+ [e0][e0] + (1)  4-Hydroxybenzoate [e0][e0] => (1)  H+ [c0][c0] + (1)  4-Hydroxybenzoate [c0][c0]	rxn12549				
rxn00501_c0	<	Cytosol	Unknown	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)		-8.95		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00191[c0] <= (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00022[c0]	(1)  NAD [c0][c0] + (1)  CoA [c0][c0] + (1)  3-Oxopropanoate [c0][c0] <= (1)  NADH [c0][c0] + (1)  CO2 [c0][c0] + (1)  Acetyl-CoA [c0][c0]	rxn00501	MMSAD3	R00705	beta-Alanine metabolism|Inositol phosphate metabolism|Propanoate metabolism	Amino-Acid-Degradation|BETA-ALA-DEGRADATION-I-PWY|Beta-Alanine-Degradation|CARBOXYLATES-DEG|Degradation|P562-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn00257_c0	>	Cytosol	Unknown	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]		2.11		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00137[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00022[c0] + (1)  cpd00032[c0]	(1)  ATP [c0][c0] + (1)  CoA [c0][c0] + (1)  Citrate [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Acetyl-CoA [c0][c0] + (1)  Oxaloacetate [c0][c0]	rxn00257		R00352	Citrate cycle (TCA cycle)|Carbon fixation pathways in prokaryotes	Acetyl-CoA-Biosynthesis|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|P23-PWY|Reductive-TCA-Cycles
rxn10336_c0	>	Cytosol	Unknown	stearoyl-cardiolipin synthase		0		(2)  cpd15540[c0] => (1)  cpd00100[c0] + (1)  cpd15793[c0]	(2)  Phosphatidylglycerol dioctadecanoyl [c0][c0] => (1)  Glycerol [c0][c0] + (1)  Stearoylcardiolipin (B. subtilis)  [c0][c0]	rxn10336				
rxn05497_c0	>	Cytosol	Unknown	TRANS-RXNBWI-115572.ce.maizeexp.AMP_AMP		0		(1)  cpd00018[e0] + (1)  cpd00067[e0] => (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  AMP [e0][e0] + (1)  H+ [e0][e0] => (1)  AMP [c0][c0] + (1)  H+ [c0][c0]	rxn05497				
rxn10832_c0	>	Cytosol	Unknown	CoA transporter		0		(1)  cpd00010[e0] => (1)  cpd00010[c0]	(1)  CoA [e0][e0] => (1)  CoA [c0][c0]	rxn10832	COAt			
rxn01486_c0	>	Cytosol	Unknown	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00289[c0]	(1)  Isopentenyldiphosphate [c0][c0] + (1)  Farnesyldiphosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Geranylgeranyl diphosphate [c0][c0]	rxn01486	FRTT	R02061	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|Phylloquinone-Biosynthesis|Polyprenyl-Biosynthesis|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn03030_c0	>	Cytosol	BHNFPM_01846_gene	Acetyl-CoA:L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase	2.3.1.89	11.44		(1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd02465[c0] => (1)  cpd00010[c0] + (1)  cpd03289[c0]	(1)  H2O [c0][c0] + (1)  Acetyl-CoA [c0][c0] + (1)  tetrahydrodipicolinate [c0][c0] => (1)  CoA [c0][c0] + (1)  L-2-Acetamido-6-oxopimelate [c0][c0]	rxn03030	APATi	R04364	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN
rxn08773_c0	<	Cytosol	Unknown	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase		-301.89		(1)  cpd00001[c0] + (1)  cpd15386[c0] <= (1)  cpd00516[c0] + (1)  cpd15385[c0]	(1)  H2O [c0][c0] + (1)  L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate [c0][c0] <= (1)  meso-2,6-Diaminopimelate [c0][c0] + (1)  L-alanine-D-glutamate [c0][c0]	rxn08773	LADGMDH			
rxn01129_c0	<	Cytosol	BHNFPM_03035_gene	dATP:uridine 5'-phosphotransferase		-14.03		(1)  cpd00115[c0] + (1)  cpd00249[c0] <= (1)  cpd00067[c0] + (1)  cpd00091[c0] + (1)  cpd00177[c0]	(1)  dATP [c0][c0] + (1)  Uridine [c0][c0] <= (1)  H+ [c0][c0] + (1)  UMP [c0][c0] + (1)  dADP [c0][c0]	rxn01129		R01549	Pyrimidine metabolism	
rxn01974_c0	>	Cytosol	BHNFPM_02559_gene	LL-2,6-Diaminoheptanedioate 2-epimerase	5.1.1.7	0		(1)  cpd00504[c0] => (1)  cpd00516[c0]	(1)  LL-2,6-Diaminopimelate [c0][c0] => (1)  meso-2,6-Diaminopimelate [c0][c0]	rxn01974	DAPE	R02735	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
