uptake_bound,growth_rate_1_h,PHB_flux
0.0,0.4137170809812624,4.6112718019110535
0.6896551724137931,0.4257107033179673,4.670755957578978
1.3793103448275863,0.4294055429440394,4.678907691915138
2.0689655172413794,0.4294055429440401,4.678907691915338
2.7586206896551726,0.42940554294403993,4.678907691915065
3.4482758620689657,0.42940554294404015,4.678907691914839
4.137931034482759,0.4294055429440388,4.678907691915021
4.827586206896552,0.42940554294404015,4.678907691914839
5.517241379310345,0.4294055429440388,4.678907691915023
6.206896551724139,0.4294055429440398,4.678907691915056
6.8965517241379315,0.42940554294404,4.6789076919148185
7.586206896551724,0.4294055429440396,4.678907691915219
8.275862068965518,0.42940554294403965,4.678907691915344
8.965517241379311,0.4294055429440398,4.6789076919152395
9.655172413793103,0.42940554294404004,4.678907691915348
10.344827586206897,0.4294055429440398,4.678907691915408
11.03448275862069,0.42940554294403965,4.678907691915172
11.724137931034484,0.4294055429440402,4.678907691915955
12.413793103448278,0.4294055429440395,4.678907691915353
13.10344827586207,0.42940554294404015,4.678907691914915
13.793103448275863,0.42940554294403915,4.678907691915676
14.482758620689657,0.42940554294404015,4.678907691915988
15.172413793103448,0.4294055429440395,4.678907691915353
15.862068965517242,0.42940554294404015,4.678907691914915
16.551724137931036,0.42940554294403915,4.678907691915676
17.24137931034483,0.42940554294404015,4.678907691915988
17.931034482758623,0.4294055429440395,4.678907691915353
18.620689655172416,0.42940554294404015,4.678907691914915
19.310344827586206,0.42940554294403915,4.678907691915676
20.0,0.42940554294404015,4.678907691915988
