reaction_id,reaction_name,growth,growth_fraction_of_wt,classification,growth_coupled_PHB_after_knockout
ADNK1,Adenosine kinase,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915254
INOSR,Ketoinositol reductase,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915255
DPR,2-dehydropantoate 2-reductase,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915254
ALLTN,Allantoinase,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915255
MDNTHAep,N  2 methyl 3 5 dinitrophenyl  4 methyl 3 5 dinitroaniline extrusion pump,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915254
AGMT,Agmatinase,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915256
SHK3Dr,Shikimate dehydrogenase,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915259
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),0.42940554294403716,0.9999999999999898,non-essential,4.678907691915192
PTRCTA2,Putrescine Transaminase  pyruvate,0.42940554294403716,0.9999999999999898,non-essential,4.678907691915254
ALAtex,L-alanine transport via diffusion (extracellular to periplasm),0.363531700355624,0.8465929383752693,non-essential,4.275238735378331
C4HP,,0.4294055429440433,1.0000000000000042,non-essential,4.678907691915132
EX_feoxam_e,R_EX_feoxam_e,0.4294055429440393,0.9999999999999948,non-essential,4.678907691914845
HSDy,Homoserine dehydrogenase (NADPH),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915466
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915238
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),0.4294055429440393,0.9999999999999948,non-essential,4.678907691914853
FE2t4pp,Iron(II) transport out via antiport (periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
GND,Phosphogluconate dehydrogenase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
SUCBZT1,Succinyl:benzoate CoA transferase,0.42940310438013746,0.99999432107027,non-essential,4.6789164648035655
AMPEP17,Aminopeptidase,0.42940554294404487,1.0000000000000078,non-essential,4.678907691915145
ALAt2r,L alanine reversible transport via proton symport,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
3MBt2pp,H+/Isovalerate symport (periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
GLCpts,D-glucose transport via PEP:Pyr PTS,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
GLUTRR,Glutamyl-tRNA reductase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
AMPEP10,Aminopeptidase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
BALAtex,Beta-alanine transport via diffusion (extracellular to periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
MNabc,Manganese transport via ABC system,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
MPTG,Murein polymerizing transglycosylase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
CYTOM,Cytosine 5 methyltransferase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
FFSD1r,Beta-fructofuranosidase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915216
GTPDPK_1,ATP:GTP 3'-diphosphotransferase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
ANS2,Anthranilate synthase 2,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
EX_gly_glu__L_e,R_EX_gly_glu__L_e,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915281
EX_glyphe_e,R_EX_glyphe_e,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915205
CU2tpp,Copper transport in via permease (no H+),-3.9293346836515607e-17,-9.150638011590867e-17,essential,
GLUDy,Glutamate dehydrogenase (NADP),0.4294055429440397,0.9999999999999958,non-essential,4.678907691915281
PSSA180,Phosphatidylserine syntase (n-C18:0),0.42940554294404165,1.0000000000000002,non-essential,4.678907691915205
2PGLYCt6,2 Phosphoglycolate transport inout via proton symport,0.42940554294404165,1.0000000000000002,non-essential,4.678907691914663
G6PI,Glucose 6 phosphate isomerase,0.42940554294404165,1.0000000000000002,non-essential,4.678907691915271
ADAPAT,"E N-acetyl-L,L-diaminopimelate aminotransferase",0.35904245617712677,0.8361383826475565,non-essential,9.421191418412581
QULNS,Quinolinate synthase,0.429404558778558,0.9999977080745702,non-essential,4.678767393312564
GLUTARH,Glutarate hydroxylase,0.429405542944036,0.9999999999999871,non-essential,4.678907691915191
EX_malttr_e,R_EX_malttr_e,0.42940554294404193,1.0000000000000009,non-essential,4.678907691914506
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",1.8420139361405992e-15,4.289683648495993e-15,essential,
GLYCtex,Glycerol transport via diffusion (extracellular to periplasm),0.42940554294403904,0.9999999999999942,non-essential,4.678907691915234
BALALEUabcpp,Beta alanyl L leucine transport via ABC system  periplasm,0.4294055429440335,0.9999999999999812,non-essential,4.678907691914634
PIt2r,Phosphate reversible transport via symport,0.4294055429440335,0.9999999999999812,non-essential,4.6789076919150725
SERabc,L-serine transport via ABC system,0.4294055429440335,0.9999999999999812,non-essential,4.678907691915141
ASNabc,L-asparagine transport via ABC system,0.4294055429440335,0.9999999999999812,non-essential,4.678907691914752
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,0.4294055429440335,0.9999999999999812,non-essential,4.6789076919144
AMPTASEPG,Aminopeptidase (pro-gly),0.4294055429440335,0.9999999999999812,non-essential,4.678907691915199
MALTpts,Maltose transport via PEP:Pyr PTS,0.4294055429440335,0.9999999999999812,non-essential,4.67890769191449
XTSNH,Xanthosine hydrolase,0.4294055429440335,0.9999999999999812,non-essential,4.678907691915274
Cobalt2abcppI,Cobalt II transport via ABC system periplasm I,0.4294055429440335,0.9999999999999812,non-essential,4.678907691915141
EX_udcpdp_e,R_EX_udcpdp_e,0.4294055429440335,0.9999999999999812,non-essential,4.678907691914752
CS,Citrate synthase,0.4200153644442443,0.9781321441837537,non-essential,5.440230606571437
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",0.42940554294404437,1.0000000000000067,non-essential,4.678907691915583
G3PT,Glycerol-3-phosphatase,0.42940554294404054,0.9999999999999977,non-essential,4.678907691914964
BGLK,Beta-glucoside kinase,0.42940554294404054,0.9999999999999977,non-essential,4.67890769191535
ANPRT,Anthranilate phosphoribosyltransferase,0.42940554294404054,0.9999999999999977,non-essential,4.678907691915108
NADHPO,NADH peroxidase,0.42940554294404054,0.9999999999999977,non-essential,4.67890769191462
RIBabc,D-ribose transport via ABC system,0.42940554294404054,0.9999999999999977,non-essential,4.6789076919143495
PROt4,Na+/Proline-L symporter,0.42940554294404054,0.9999999999999977,non-essential,4.678907691914501
TKT1,Transketolase,0.3552872803994174,0.8273933260468347,non-essential,4.432166666666677
3AMPt6,3  AMP transport inout via proton symport,0.42940554294404143,0.9999999999999998,non-essential,4.6789076919146035
ACPS1_1,"CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase, cytosol",0.4294055429440428,1.0000000000000029,non-essential,4.678907691915049
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),0.4294055429440428,1.0000000000000029,non-essential,4.678907691916898
LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",0.4294055429440428,1.0000000000000029,non-essential,4.6789076919152945
MLTG2,Maltodextrin glucosidase (maltotetraose),0.4294055429440428,1.0000000000000029,non-essential,4.6789076919151045
VALabc,L-valine transport via ABC system,0.4294055429440428,1.0000000000000029,non-essential,4.678907691915474
DSERt2,D-serine transport via proton symport,0.4294055429440428,1.0000000000000029,non-essential,4.678907691915185
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,0.4294055429440428,1.0000000000000029,non-essential,4.6789076919152865
EX_uri_e,R_EX_uri_e,0.4294055429440428,1.0000000000000029,non-essential,4.669625833460924
GLUSy,Glutamate synthase (NADPH),0.42940554294404387,1.0000000000000053,non-essential,4.67890769191517
BTNt,Biotin ABC transporter,0.42940554294404387,1.0000000000000053,non-essential,4.678907691915058
DADNK,Deoxyadenosine kinase,0.42940554294404387,1.0000000000000053,non-essential,4.678907691915155
BPNT_1,"3',5'-bisphosphate nucleotidase",0.42940554294403943,0.9999999999999951,non-essential,4.678907691915353
BLAMDtex,Beta Alaninamide transport via diffusion  extracellular to periplasm,0.42940554294403943,0.9999999999999951,non-essential,4.67890769191508
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),0.4241329555535916,0.9877211939224151,non-essential,4.678700175286604
TRPS2,Tryptophan synthase (indole),0.429405542944039,0.999999999999994,non-essential,4.67890769191524
IGPDH_1,Imidazoleglycerol phosphate dehydratase,0.4294055429440399,0.9999999999999961,non-essential,4.678907691914881
METSOX2abc,L-Methionine R-oxide transport via ABC system,0.4294055429440399,0.9999999999999961,non-essential,4.678907691914968
PTRCAT1,Putrescine acetyltransferase,0.4294055429440399,0.9999999999999961,non-essential,4.678907691915056
GCCa,Glycine-cleavage complex,0.4294055429440399,0.9999999999999961,non-essential,4.678907691914982
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.4294055429440399,0.9999999999999961,non-essential,4.678907691914952
EX_cpgn_e,R_EX_cpgn_e,0.4294055429440399,0.9999999999999961,non-essential,4.678907691915161
FACOAL161t2pp,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),0.4294055429440399,0.9999999999999961,non-essential,4.678907691914881
GLYCt,Glycerol transport via channel,0.4294055429440399,0.9999999999999961,non-essential,4.678907691915124
EX_fcmcbtt_e,R_EX_fcmcbtt_e,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915183
MFUMt8,Na+/fumarate symporter,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915051
NODOy,Nitric oxide dioxygenase,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915186
SHCHD2_1,Sirohydrochlorin dehydrogenase  NAD,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915212
ALAt2pp,L-alanine transport in via proton symport (periplasm),0.4294055429440391,0.9999999999999943,non-essential,4.67890769191498
ALR3,Aldose reductase (acetol),0.4294055429440391,0.9999999999999943,non-essential,4.67890769191512
DRBK,Deoxyribokinase,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915183
P5CRx,Pyrroline-5-carboxylate reductase(nadh),0.4294055429440391,0.9999999999999943,non-essential,4.678907691915051
EX_salcn_e,R_EX_salcn_e,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915186
ACPPAT181,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1),0.4294055429440391,0.9999999999999943,non-essential,4.678907691915212
GLUabc,L-glutamate transport via ABC system,0.4294055429440391,0.9999999999999943,non-essential,4.67890769191498
BALAt2r,Beta Alanine transport in via proton symport,0.4294055429440391,0.9999999999999943,non-essential,4.67890769191512
SUCBZL,O-succinylbenzoate-CoA ligase,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915183
PSD161,Phosphatidylserine decarboxylase (n-C16:1),0.4294055429440391,0.9999999999999943,non-essential,4.678907691915051
EX_s_e,R_EX_s_e,0.4294055429440391,0.9999999999999943,non-essential,4.678907691915186
GLXO1,Glyoxylate oxidase,0.4268476819513951,0.9940432511068452,non-essential,4.8862901379729005
OCOAT1,3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate),0.4294055429440374,0.9999999999999903,non-essential,4.678907691915583
GLUKA_1,Glucokinase/hexokinase (glc-A),0.42940554294404204,1.000000000000001,non-essential,4.6789076919150885
CITtupp,Citrate transport periplasm,0.42940554294404204,1.000000000000001,non-essential,4.678907691915004
3MBtex,3-methylbutanoic acid transport via diffusion (extracellular to periplasm),0.42940554294404204,1.000000000000001,non-essential,4.678907691915072
COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),0.42940554294404204,1.000000000000001,non-essential,4.678907691914984
EX_alathr_e,R_EX_alathr_e,0.42940554294404204,1.000000000000001,non-essential,4.678907691915183
EX_ac_e,R_EX_ac_e,0.42940554294404204,1.000000000000001,non-essential,4.67890769191505
UREASE,Urea carboxylase,0.42940554294404204,1.000000000000001,non-essential,4.678907691915186
DIPEPabc1,Dipeptide transport via ABC system  ala asp,0.42940554294404204,1.000000000000001,non-essential,4.6789076919153105
MMM2,Methylmalonyl-CoA mutase,0.42940554294404204,1.000000000000001,non-essential,4.678907691914981
TMN,Thiaminase,0.42940554294404204,1.000000000000001,non-essential,4.6789076919151205
UDCPDPex,Undecaprenyl-diphosphatase (periplasm),0.42940554294404204,1.000000000000001,non-essential,4.6789076919151835
ATPPRT,ATP phosphoribosyltransferase,0.42940554294404204,1.000000000000001,non-essential,4.67890769191505
PGLYCP_1,Phosphoglycolate phosphatase,0.42940554294404204,1.000000000000001,non-essential,4.678907691915186
CTPS2,CTP synthase (glutamine),0.42940554294404204,1.000000000000001,non-essential,4.6789076919153105
EX_pi_e,R_EX_pi_e,0.3587404879532356,0.8354351587864465,non-essential,4.43216666666663
HCYSMT,Homocysteine S-methyltransferase,0.4294055429440398,0.999999999999996,non-essential,4.678907691915767
PAP,Phosphatidate phosphatase,0.4294055429440397,0.9999999999999958,non-essential,4.678907691915049
MMSAD2,Methylmalonate-semialdehyde dehydrogenase (propanol),0.4294055429440397,0.9999999999999958,non-essential,4.678907691915074
PSP_L,Phosphoserine phosphatase (L-serine),0.4294055429440397,0.9999999999999958,non-essential,4.678907691914991
HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,0.4294055429440397,0.9999999999999958,non-essential,4.678907691915011
GLYGLUtex,L Histidinylglycine transport via diffusion  extracellular to periplasm,0.4294055429440397,0.9999999999999958,non-essential,4.678907691914897
MI1PP,Myo-inositol 1-phosphatase,0.4294055429440397,0.9999999999999958,non-essential,4.678907691915129
EX_2ameph_e,R_EX_2ameph_e,0.4294055429440397,0.9999999999999958,non-essential,4.6789076919150725
GLCNt2rpp,"D-gluconate transport via proton symport, reversible (periplasm)",0.4294055429440397,0.9999999999999958,non-essential,4.678907691914939
EX_enter_e,R_EX_enter_e,0.4294055429440397,0.9999999999999958,non-essential,4.678907691914941
DPCOAK,Dephospho-CoA kinase,-2.3824738686502646e-12,-5.548307207018842e-12,essential,
ALAGLUabcpp,L Alaninylglutamate  LalaLglu  transport via ABC system  periplasm,0.42940554294413585,1.0000000000002196,non-essential,4.678907691914991
ETHSO3abcpp,Ethanesulfonate transport via ABC system (periplasm),0.42940554294404193,1.0000000000000009,non-essential,4.678907691915102
LEULEULAPc,Hydrolysis of Leucylleucine in the small intestine for cellular uptake,0.42940554294404193,1.0000000000000009,non-essential,4.678907691915128
PNP,Purine nucleoside phosphorylase,0.42940554294404193,1.0000000000000009,non-essential,4.6789076919150725
RNTR4,Ribonucleoside triphosphate reductase  UTP,0.42940554294404193,1.0000000000000009,non-essential,4.678907691914939
EX_xyl__D_e,R_EX_xyl__D_e,0.42940554294404193,1.0000000000000009,non-essential,4.678907691914941
GLYCtpp,Glycerol transport via channel (periplasm),0.42940554294404193,1.0000000000000009,non-essential,4.678907691914991
G3PAT161,Glycerol-3-phosphate acyltransferase (C16:1),0.42940554294403965,0.9999999999999956,non-essential,4.678907691915102
ALATHRtr,Dipeptide transport via ABC system ala-thr,0.42940554294403965,0.9999999999999956,non-essential,4.678907691915128
GLUt4pp,Na+/glutamate symport (periplasm),0.42940554294403965,0.9999999999999956,non-essential,4.6789076919150725
NADH5,NADH dehydrogenase (ubiquinone-8 ),0.42940554294403965,0.9999999999999956,non-essential,4.678907691914939
PFK_2,Phosphofructokinase,0.42940554294403965,0.9999999999999956,non-essential,4.678907691914941
E4PD,Erythrose 4-phosphate dehydrogenase,0.42940554294403965,0.9999999999999956,non-essential,4.678907691914994
CELBpts,Cellobiose transport via PEPPyr PTS,0.42940554294403965,0.9999999999999956,non-essential,4.6789076919149535
GUI2,Glucuronate isomerase (D-galacturonate),0.42940554294403965,0.9999999999999956,non-essential,4.67890769191497
ACLS_d,2-alpha-Hydroxyethylthiamine diphosphate lipoamide,0.42940554294403965,0.9999999999999956,non-essential,4.678907691915127
PGL,6-phosphogluconolactonase,0.42940554294403965,0.9999999999999956,non-essential,4.6789076919150725
ADMDC,Adenosylmethionine decarboxylase,0.42940554294403965,0.9999999999999956,non-essential,4.678907691914939
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",0.42940554294403965,0.9999999999999956,non-essential,4.678907691914941
3OXCOAT,3-oxoadipyl-CoA thiolase,0.4252052597309891,0.9902183768186714,non-essential,4.22969046506492
ALAALAabcpp,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),0.4294055429440401,0.9999999999999967,non-essential,4.678907691914769
PERD,Erythronate 4-phosphate (4per) dehydrogenase,0.4294055429440408,0.9999999999999983,non-essential,4.678907691915288
FACOAL80t2pp,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),0.4294055429440408,0.9999999999999983,non-essential,4.67890769191504
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",0.4294055429440408,0.9999999999999983,non-essential,4.678907691915207
IMPD,IMP dehydrogenase,0.4294055429440408,0.9999999999999983,non-essential,4.678907691915108
EX_hishis_e,R_EX_hishis_e,0.4294055429440408,0.9999999999999983,non-essential,4.678907691914939
CYStpp,L-cysteine export via facilitated transport,0.4294055429440408,0.9999999999999983,non-essential,4.6789076919150725
DXPRIi,1-deoxy-D-xylulose reductoisomerase,-7.658257964096634e-16,-1.7834557773965736e-15,essential,
EX_gly_cys_e,R_EX_gly_cys_e,0.4294055429440424,1.000000000000002,non-essential,4.678907691915095
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),0.42940554294403954,0.9999999999999953,non-essential,4.678907691915059
ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA,0.4293944832227242,0.9999742441114255,non-essential,4.678645010432173
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),0.42940554294404026,0.999999999999997,non-essential,4.678907691915111
TNTep,2 4 6 trinitrotoluene extrusion pump,0.42940554294404015,0.9999999999999968,non-essential,4.678907691915041
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,0.42940554294404015,0.9999999999999968,non-essential,4.678907691914944
EX_mn2_e,R_EX_mn2_e,-2.5673862754924455e-16,-5.978931380089374e-16,essential,
RHA40tex,R 3 Hydroxy acid transport diffusion C40  extracellular to periplasm,0.4294055429440386,0.9999999999999931,non-essential,4.678907691914944
FCLT_2,Heme B synthesis reaction,0.4294055429440386,0.9999999999999931,non-essential,4.678907691914944
BG_MBDG,Beta glucosidase,0.4294055429440395,0.9999999999999952,non-essential,4.678907691914944
FDH,Formate dehydrogenase,0.4294055429440395,0.9999999999999952,non-essential,4.678907691914944
GLYtex,Glycine transport via diffusion (extracellular to periplasm),0.4294055429440395,0.9999999999999952,non-essential,4.678907691914944
DHQTi,"3-dehydroquinate dehydratase, irreversible",0.4294055429440395,0.9999999999999952,non-essential,4.678907691914944
TRDR,Thioredoxin reductase (NADPH),0.42931365568774743,0.9997860128780264,non-essential,4.6702607751014975
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,0.3596418107198414,0.83753416002529,non-essential,5.220274639410831
DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),0.4294055429440402,0.9999999999999969,non-essential,4.678907691914964
TAGURr,Tagaturonate reductase,0.4294055429440377,0.9999999999999911,non-essential,4.67890769191521
EX_mmet_e,R_EX_mmet_e,0.42940462127883333,0.9999978536252655,non-essential,4.678911565552094
EX_ind3ac_e,R_EX_ind3ac_e,0.4294055429440398,0.999999999999996,non-essential,4.678907691915484
GUAt2pp,Guanine transport in via proton symport (periplasm),0.4294055429440377,0.9999999999999911,non-essential,4.678907691915267
ATHRDHr,L-allo-threonine dehydrogenase,0.4294055429440377,0.9999999999999911,non-essential,4.678907691915487
ADNCYC,Adenylate cyclase,0.4294055429440377,0.9999999999999911,non-essential,4.678907691915192
GLYBt3pp,Glycine betaine transport via proton antiport (periplasm),0.4294055429440377,0.9999999999999911,non-essential,4.67890769191507
EX_k_e,R_EX_k_e,7.286677398675518e-16,1.6969220631660755e-15,essential,
AMPTASEGGLN,Aminopeptidase  Gly Gln,0.42940554294403815,0.9999999999999921,non-essential,4.6789076919151125
THRt2pp,L-threonine efflux transport via proton antiport (periplasm),0.42940554294404,0.9999999999999963,non-essential,4.678907691915462
EX_met__L_e,R_EX_met__L_e,0.42940554294404,0.9999999999999963,non-essential,4.678907691915193
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",5.306040980720514e-16,1.2356712827556528e-15,essential,
ATPHs,ATP amine hydrolysis (spontaneous),0.42940554294403965,0.9999999999999956,non-essential,4.678907691915611
FACOAL181t2pp,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),0.4294055429440393,0.9999999999999948,non-essential,4.678907691917002
EX_glc__D_e,R_EX_glc__D_e,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915493
ACALDtpp,Acetaldehyde reversible transport (periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691914907
METt3pp,L-methionine tranport out via proton antiport (periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915493
GLUN,Glutaminase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691914907
ASPCT,Aspartate carbamoyltransferase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691915493
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,0.4294055429440393,0.9999999999999948,non-essential,4.678907691917247
EX_hqn_e,R_EX_hqn_e,0.4294055429440393,0.9999999999999948,non-essential,4.678907691914931
NI2tex,Nickel transport via diffusion (extracellular to periplasm),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915161
SDPDS,Succinyl-diaminopimelate desuccinylase,0.3589804206186792,0.8359939141853605,non-essential,9.425991718979652
GLTPD,Galactitol-1-phosphate dehydrogenase,0.42940554294403627,0.9999999999999877,non-essential,4.6789076919149535
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,0.4294055429440396,0.9999999999999954,non-essential,4.678907691915557
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD,0.425868499831563,0.9917629309388317,non-essential,4.681730986060633
PYDXPP,Pyridoxal 5-phosphate phosphatase,0.4294055429440408,0.9999999999999983,non-essential,4.67890769191501
HACD8i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),0.4294055429440396,0.9999999999999954,non-essential,4.678907691915003
MDDEP2pp,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",0.4294055429440396,0.9999999999999954,non-essential,4.6789076919151915
ACPS,Acyl Carrier Protein Synthase,0.4294055429440396,0.9999999999999954,non-essential,4.6789076919151125
FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating),0.4294055429440396,0.9999999999999954,non-essential,4.678907691915219
GLCDpp,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),0.4294055429440396,0.9999999999999954,non-essential,4.678907691915087
GLUTRS,Glutamyl-tRNA synthetase,0.4294055429440396,0.9999999999999954,non-essential,4.678907691915493
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,0.4294055429440396,0.9999999999999954,non-essential,4.6789076919151045
NADH4,NADH dehydrogenase  Menaquinone 7  no proton,0.4294055429440396,0.9999999999999954,non-essential,4.678907691915126
EX_progly_e,R_EX_progly_e,0.4294055429440396,0.9999999999999954,non-essential,4.678907691915259
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,-2.0424229337926567e-16,-4.756396295654752e-16,essential,
AMPTASEGGLU,Aminopeptidase  Gly Glu,0.4294055429440403,0.9999999999999971,non-essential,4.6789076919151915
NBAHH_ir,Nalpha-(beta-alanyl)-L-histidine hydrolase IR,0.4294055429440402,0.9999999999999969,non-essential,4.6789076919151125
MSO3abc,Methanesulfonate transport via ABC system,0.4294055429440402,0.9999999999999969,non-essential,4.678907691915219
EX_glyglygln_e,R_EX_glyglygln_e,0.4294055429440402,0.9999999999999969,non-essential,4.678907691915087
IG3PS_1,Imidazole glycerol 3 phosphate synthase,0.4294055429440402,0.9999999999999969,non-essential,4.678907691915493
COt_1,Co transport via diffusion (extracellular to periplasm),0.4294055429440402,0.9999999999999969,non-essential,4.6789076919151125
AP4AH,Ap4A hydrolase,0.4294055429440402,0.9999999999999969,non-essential,4.678907691915219
NO3tex,Nitrate transport via diffusion (extracellular to periplasm),0.4294055429440402,0.9999999999999969,non-essential,4.678907691915087
GLYCLTDx,Glycolate dehydrogenase (NAD),0.4294055429440402,0.9999999999999969,non-essential,4.67890769191513
G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),0.4294055429440402,0.9999999999999969,non-essential,4.67890769191501
NTD7,5'-nucleotidase (AMP),0.4294055429440402,0.9999999999999969,non-essential,4.678907691915032
ASPTA,Aspartate transaminase,0.4294055429440402,0.9999999999999969,non-essential,4.678907691915004
MACACI,Maleylacetoacetate isomerase,0.42940554294403915,0.9999999999999944,non-essential,4.678907691914951
ACODA,Acetylornithine deacetylase,0.42940554294403915,0.9999999999999944,non-essential,4.678907691914699
MDDEP3pp,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",0.42940554294403915,0.9999999999999944,non-essential,4.678907691915219
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",0.42940554294403915,0.9999999999999944,non-essential,4.678907691915087
AGDC,N-acetylglucosamine-6-phosphate deacetylase,0.42940554294403915,0.9999999999999944,non-essential,4.678907691915493
ORPT,Orotate phosphoribosyltransferase,0.42940554294403915,0.9999999999999944,non-essential,4.6789076919151125
XYLt2,D-xylose transport in via proton symport,0.42940554294403915,0.9999999999999944,non-essential,4.678907691915219
4HTHRA,4-hydroxy-L-threonine aldolase,0.42940554294403915,0.9999999999999944,non-essential,4.678907691915087
MCTC_1,,0.42940554294403915,0.9999999999999944,non-essential,4.678907691915287
CYTDt2,Cytidine transport in via proton symport,0.42940554294403915,0.9999999999999944,non-essential,4.669438236914441
BTNTe,Release of biotin across the basolatral membrane,0.4294055429440409,0.9999999999999984,non-essential,4.678907691914575
ARGN_1,Arginase,0.4294055429440409,0.9999999999999984,non-essential,4.678907691915092
ALDD20y,Aldehyde dehydrogenase  indole 3 acetaldehyde  NADP,0.4294055429440409,0.9999999999999984,non-essential,4.678907691915493
HISTD,Histidinol dehydrogenase,0.4294055429440409,0.9999999999999984,non-essential,4.6789076919151125
MMETtex,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),0.4294046212788375,0.9999978536252753,non-essential,4.678911565552441
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),0.4294055429440393,0.9999999999999948,non-essential,4.678907691915158
EX_glygly_e,R_EX_glygly_e,0.429405542944038,0.9999999999999917,non-essential,4.678907691915563
LEUTA,Leucine transaminase,0.429405542944038,0.9999999999999917,non-essential,4.678907691915445
ALCD2y,"Alcohol dehydrogenase (ethanol, NADP)",0.42940554294403926,0.9999999999999947,non-essential,4.678907691915098
EX_gly_phe_e,R_EX_gly_phe_e,0.42940554294403926,0.9999999999999947,non-essential,4.678907691915079
GSNt2pp,Guanosine transport in via proton symport (periplasm),0.3593842827861643,0.8369344287504874,non-essential,4.432166666666635
MEOHtex,Methanol transport via diffusion (extracellular to periplasm),0.4294055429440436,1.0000000000000049,non-essential,4.678907691915186
AGPR,N-acetyl-g-glutamyl-phosphate reductase,0.42940554294404015,0.9999999999999968,non-essential,4.678907691915007
