uptake_bound,growth_rate_1_h,PHB_flux
0.0,0.4137170809812567,4.611271801911398
0.3448275862068966,0.4137170809812619,4.611271801910861
0.6896551724137931,0.4137170809812622,4.611271801911063
1.0344827586206897,0.4137170809812623,4.611271801910899
1.3793103448275863,0.4137170809812612,4.611271801911051
1.7241379310344829,0.4137170809812624,4.6112718019110535
2.0689655172413794,0.4137170809812624,4.6112718019110535
2.413793103448276,0.4137170809812624,4.6112718019110535
2.7586206896551726,0.4137170809812624,4.6112718019110535
3.1034482758620694,0.4137170809812624,4.6112718019110535
3.4482758620689657,0.4137170809812624,4.6112718019110535
3.793103448275862,0.4137170809812624,4.6112718019110535
4.137931034482759,0.4137170809812624,4.6112718019110535
4.482758620689656,0.4137170809812624,4.6112718019110535
4.827586206896552,0.4137170809812624,4.6112718019110535
5.172413793103448,0.4137170809812624,4.6112718019110535
5.517241379310345,0.4137170809812624,4.6112718019110535
5.862068965517242,0.4137170809812624,4.6112718019110535
6.206896551724139,0.4137170809812624,4.6112718019110535
6.551724137931035,0.4137170809812624,4.6112718019110535
6.8965517241379315,0.4137170809812624,4.6112718019110535
7.241379310344828,0.4137170809812624,4.6112718019110535
7.586206896551724,0.4137170809812624,4.6112718019110535
7.931034482758621,0.4137170809812624,4.6112718019110535
8.275862068965518,0.4137170809812624,4.6112718019110535
8.620689655172415,0.4137170809812624,4.6112718019110535
8.965517241379311,0.4137170809812624,4.6112718019110535
9.310344827586208,0.4137170809812624,4.6112718019110535
9.655172413793103,0.4137170809812624,4.6112718019110535
10.0,0.4137170809812624,4.6112718019110535
