fraction_of_optimum,loopless,n_reactions,n_blocked,pct_blocked,mean_range,median_range,total_range,max_range
1.0,False,150,92,61.333333333333336,2.9528144901876687,5.417642419752179e-14,442.9221735281503,25.123324479858642
1.0,True,150,103,68.66666666666667,1.415947705474443,4.573459177156979e-15,212.39215582116645,24.346657813191847
0.9,False,150,9,6.0,7.563320397576973,5.04157757764459,1134.498059636546,30.814496281540503
0.9,True,150,13,8.666666666666666,6.142994307283002,3.7607600649395545,921.4491460924504,22.077802742991086
0.5,False,150,9,6.0,12.886679973136474,10.000000000000002,1933.001995970471,37.29295293135758
0.5,True,150,13,8.666666666666666,11.349317014531529,10.0,1702.3975521797292,37.292952931357505
