EX_malt_e,EX_o2_e,flux_maximum
0.0,0.0,0.2353509338123547
0.0,1.0526315789473684,0.3010972448365615
0.0,2.1052631578947367,0.33831441018435626
0.0,3.1578947368421053,0.3647436348872995
0.0,4.2105263157894735,0.3748132913490514
0.0,5.263157894736842,0.3801440387676288
0.0,6.315789473684211,0.3854747861861888
0.0,7.368421052631579,0.3908055336047487
0.0,8.421052631578947,0.39613628102330717
0.0,9.473684210526315,0.4014670284418676
0.0,10.526315789473683,0.4053525680824044
0.0,11.578947368421051,0.4065389696044075
0.0,12.631578947368421,0.4077253711264088
0.0,13.68421052631579,0.40891177264841094
0.0,14.736842105263158,0.410098174170413
0.0,15.789473684210526,0.41125548525206235
0.0,16.842105263157894,0.41203624891940194
0.0,17.894736842105264,0.4128170125867404
0.0,18.94736842105263,0.4135977762540791
0.0,20.0,0.4137170809812612
1.0526315789473684,0.0,0.23120246876148876
1.0526315789473684,1.0526315789473684,0.3106630698607707
1.0526315789473684,2.1052631578947367,0.35003280602284015
1.0526315789473684,3.1578947368421053,0.37695406471978427
1.0526315789473684,4.2105263157894735,0.38810290928398194
1.0526315789473684,5.263157894736842,0.39344844008713414
1.0526315789473684,6.315789473684211,0.3987939708902867
1.0526315789473684,7.368421052631579,0.40413950169343926
1.0526315789473684,8.421052631578947,0.40948503249659457
1.0526315789473684,9.473684210526315,0.4148305632997459
1.0526315789473684,10.526315789473683,0.4186368511891527
1.0526315789473684,11.578947368421051,0.41982969405303283
1.0526315789473684,12.631578947368421,0.4210225369169119
1.0526315789473684,13.68421052631579,0.422215379780791
1.0526315789473684,14.736842105263158,0.42340822264467015
1.0526315789473684,15.789473684210526,0.4245159735132465
1.0526315789473684,16.842105263157894,0.42530110625443773
1.0526315789473684,17.894736842105264,0.42608623899562187
1.0526315789473684,18.94736842105263,0.4268713717368087
1.0526315789473684,20.0,0.42702816863341725
2.1052631578947367,0.0,0.20388684568820759
2.1052631578947367,1.0526315789473684,0.30216699528314167
2.1052631578947367,2.1052631578947367,0.35505633263769387
2.1052631578947367,3.1578947368421053,0.37829259720682157
2.1052631578947367,4.2105263157894735,0.38596469696272073
2.1052631578947367,5.263157894736842,0.39131022776587127
2.1052631578947367,6.315789473684211,0.3966557585690232
2.1052631578947367,7.368421052631579,0.4002670710854107
2.1052631578947367,8.421052631578947,0.4014599139492928
2.1052631578947367,9.473684210526315,0.40265275681317203
2.1052631578947367,10.526315789473683,0.40384559967705125
2.1052631578947367,11.578947368421051,0.40503844254093035
2.1052631578947367,12.631578947368421,0.40614386736949415
2.1052631578947367,13.68421052631579,0.4069290001106799
2.1052631578947367,14.736842105263158,0.4077141328518662
2.1052631578947367,15.789473684210526,0.40849926559305205
2.1052631578947367,16.842105263157894,0.40860855975556976
2.1052631578947367,17.894736842105264,0.40860855975557026
2.1052631578947367,18.94736842105263,0.40860855975557053
2.1052631578947367,20.0,0.40860855975556926
3.1578947368421053,0.0,0.1765712226149263
3.1578947368421053,1.0526315789473684,0.28054667135464123
3.1578947368421053,2.1052631578947367,0.34779194396808266
3.1578947368421053,3.1578947368421053,0.3744385025218379
3.1578947368421053,4.2105263157894735,0.3818972909816727
3.1578947368421053,5.263157894736842,0.3830901338455545
3.1578947368421053,6.315789473684211,0.38428297670943395
3.1578947368421053,7.368421052631579,0.38547581957331317
3.1578947368421053,8.421052631578947,0.38666866243719206
3.1578947368421053,9.473684210526315,0.3877717612257434
3.1578947368421053,10.526315789473683,0.38855689396692955
3.1578947368421053,11.578947368421051,0.38925198025401103
3.1578947368421053,12.631578947368421,0.3899410604991882
3.1578947368421053,13.68421052631579,0.3901889508777346
3.1578947368421053,14.736842105263158,0.39018895087773436
3.1578947368421053,15.789473684210526,0.3901889508777335
3.1578947368421053,16.842105263157894,0.3901889508777325
3.1578947368421053,17.894736842105264,0.39018895087773736
3.1578947368421053,18.94736842105263,0.3901889508777315
3.1578947368421053,20.0,0.3901889508777333
4.2105263157894735,0.0,0.14925559954164358
4.2105263157894735,1.0526315789473684,0.2550911906263936
4.2105263157894735,2.1052631578947367,0.32605358413734054
4.2105263157894735,3.1578947368421053,0.3561994561484805
4.2105263157894735,4.2105263157894735,0.3646853282272371
4.2105263157894735,5.263157894736842,0.36610378254739895
4.2105263157894735,6.315789473684211,0.36723719350732914
4.2105263157894735,7.368421052631579,0.36837060446725545
4.2105263157894735,8.421052631578947,0.36939016502045535
4.2105263157894735,9.473684210526315,0.3700654390368077
4.2105263157894735,10.526315789473683,0.3707407130531603
4.2105263157894735,11.578947368421051,0.37141598706951157
4.2105263157894735,12.631578947368421,0.37176934199989287
4.2105263157894735,13.68421052631579,0.3717693419998975
4.2105263157894735,14.736842105263158,0.37176934199989536
4.2105263157894735,15.789473684210526,0.3717693419998945
4.2105263157894735,16.842105263157894,0.37176934199988765
4.2105263157894735,17.894736842105264,0.371769341999892
4.2105263157894735,18.94736842105263,0.3717693419998922
4.2105263157894735,20.0,0.37176934199989126
5.263157894736842,0.0,0.1197933564486232
5.263157894736842,1.0526315789473684,0.22586061498333948
5.263157894736842,2.1052631578947367,0.29864238051438363
5.263157894736842,3.1578947368421053,0.33343875630601266
5.263157894736842,4.2105263157894735,0.34602376841008825
5.263157894736842,5.263157894736842,0.3483942362985622
5.263157894736842,6.315789473684211,0.3495276472584881
5.263157894736842,7.368421052631579,0.35066105821841337
5.263157894736842,8.421052631578947,0.35141099433501555
5.263157894736842,9.473684210526315,0.35208626835136997
5.263157894736842,10.526315789473683,0.35276154236772445
