growth_optimal_flux,PHB_optimal_flux,reaction_id,reaction_name,is_exchange,flux_shift
-0.9023033065595635,-0.8954063092369497,EX_malt_e,R_EX_malt_e,True,0.006896997322613729
0.0,0.0,EX_malttr_e,R_EX_malttr_e,True,0.0
0.0,0.0,EX_maltttr_e,R_EX_maltttr_e,True,0.0
0.0,0.0,EX_man_e,R_EX_man_e,True,0.0
0.0,0.0,EX_manglyc_e,R_EX_manglyc_e,True,0.0
0.0,0.0,EX_mbdg_e,R_EX_mbdg_e,True,0.0
0.0,0.0,EX_mcbtt_e,R_EX_mcbtt_e,True,0.0
0.0,0.0,EX_melib_e,R_EX_melib_e,True,0.0
0.0,0.0,EX_meoh_e,R_EX_meoh_e,True,0.0
0.0,0.0,EX_met_L_ala__L_e,R_EX_met_L_ala__L_e,True,0.0
0.0,0.0,EX_met__D_e,R_EX_met__D_e,True,0.0
0.0,0.0,EX_met__L_e,R_EX_met__L_e,True,0.0
-0.06604643715468005,0.0,EX_metox__R_e,R_EX_metox__R_e,True,0.06604643715468005
0.0,0.0,EX_metox_e,R_EX_metox_e,True,0.0
0.0,0.0,EX_metsox_R__L_e,R_EX_metsox_R__L_e,True,0.0
0.0,-0.059441793439211736,EX_metsox_S__L_e,R_EX_metsox_S__L_e,True,-0.059441793439211736
-0.0037250930850395592,-0.003352583776535585,EX_mg2_e,R_EX_mg2_e,True,0.00037250930850397414
-4.294055429424595e-05,-3.864649886496352e-05,EX_mmet_e,R_EX_mmet_e,True,4.2940554292824305e-06
-0.00029671923017433264,-0.0002670473071568979,EX_mn2_e,R_EX_mn2_e,True,2.9671923017434722e-05
0.0,0.0,EX_mnl_e,R_EX_mnl_e,True,0.0
0.0,0.0,EX_mobd_e,R_EX_mobd_e,True,0.0
0.0,0.0,EX_mso3_e,R_EX_mso3_e,True,0.0
0.0,0.0,EX_mththf_e,R_EX_mththf_e,True,0.0
10.000000000000002,10.000000000000002,EX_nac_e,R_EX_nac_e,True,0.0
10.0,10.0,EX_nh4_e,R_EX_nh4_e,True,0.0
-10.0,-10.0,EX_nmn_e,R_EX_nmn_e,True,0.0
0.0,0.0,EX_no2_e,R_EX_no2_e,True,0.0
0.0,2.0199986925783456e-15,EX_no3_e,R_EX_no3_e,True,2.0199986925783456e-15
-20.0,-20.0,EX_o2_e,R_EX_o2_e,True,0.0
0.0,0.0,EX_octa_e,R_EX_octa_e,True,0.0
1.1757974865319551,0.15251517220546626,EX_oxa_e,R_EX_oxa_e,True,-1.0232823143264889
-1.5049923161657845,-3.4793084683793394,EX_pacald_e,R_EX_pacald_e,True,-1.9743161522135548
-0.07955381791352784,-0.07159843612217467,EX_phe__L_e,R_EX_phe__L_e,True,0.007955381791353161
-4.732619403118476e-16,0.0,EX_pheme_e,R_EX_pheme_e,True,4.732619403118476e-16
9.588765611416731,9.629889050275041,EX_pi_e,R_EX_pi_e,True,0.04112343885831038
-0.0002473375927349901,-0.0002226038334623904,EX_pnto__R_e,R_EX_pnto__R_e,True,2.473375927259969e-05
0.0,0.0,EX_ppa_e,R_EX_ppa_e,True,0.0
-0.09492224229549508,-0.08543001806594511,EX_pro__L_e,R_EX_pro__L_e,True,0.00949222422954997
0.0,0.0,EX_progly_e,R_EX_progly_e,True,0.0
0.0,0.0,EX_prohisglu_e,R_EX_prohisglu_e,True,0.0
0.0,0.0,EX_ptrc_e,R_EX_ptrc_e,True,0.0
0.0,0.0,EX_pyovd_kt_e,R_EX_pyovd_kt_e,True,0.0
0.0,0.0,EX_pyr_e,R_EX_pyr_e,True,0.0
0.0,0.0,EX_rib__D_e,R_EX_rib__D_e,True,0.0
-0.0001915148721530425,-0.00017236338493773731,EX_ribflv_e,R_EX_ribflv_e,True,1.9151487215305176e-05
0.0,0.0,EX_s_e,R_EX_s_e,True,0.0
0.0,0.0,EX_salchs2_e,R_EX_salchs2_e,True,0.0
0.0,0.0,EX_salchs2fe_e,R_EX_salchs2fe_e,True,0.0
0.0,0.0,EX_salchs4_e,R_EX_salchs4_e,True,0.0
0.0,0.0,EX_salchs4fe_e,R_EX_salchs4fe_e,True,0.0
0.0,0.0,EX_salcn_e,R_EX_salcn_e,True,0.0
0.0,0.0,EX_ser__D_e,R_EX_ser__D_e,True,0.0
-0.13242609301068392,-3.072313983727639e-13,EX_ser__L_e,R_EX_ser__L_e,True,0.1324260930103767
0.0,0.0,EX_serglugly_e,R_EX_serglugly_e,True,0.0
0.0,0.0,EX_so3_e,R_EX_so3_e,True,0.0
-0.0018627612452912518,-0.0016764851207621174,EX_so4_e,R_EX_so4_e,True,0.00018627612452913438
0.0,0.0,EX_spmd_e,R_EX_spmd_e,True,0.0
0.0,0.0,EX_stfrnA_e,R_EX_stfrnA_e,True,0.0
0.0,0.0,EX_stfrnB_e,R_EX_stfrnB_e,True,0.0
10.000000000000002,10.000000000000002,EX_succ_e,R_EX_succ_e,True,0.0
