reaction_id,reaction_name,distance_from_PHB,flux,abs_flux,capacity_bound,flux_to_capacity_ratio,bottleneck_score
AGPATr_BS,1 acylglycerol 3 phosphate O acyltransferase,4,0.007729299772992749,0.007729299772992749,1000.0,7.729299772992748e-06,3.0080872422944917e-09
G3POA_BS,Glycerol 3 phosphate O acyltransferase,4,0.007729299772992749,0.007729299772992749,1000.0,7.729299772992748e-06,3.0080872422944917e-09
FACOAL150_anteiso,Fatty acid  CoA ligase  anteiso C150,5,0.00525592384563507,0.00525592384563507,1000.0,5.25592384563507e-06,1.3909395408369732e-09
KAS4,B-ketoacyl synthetase (Anteiso-C15:0),4,0.00525592384563507,0.00525592384563507,1000.0,5.25592384563507e-06,1.3909395408369732e-09
LEUTA,Leucine transaminase,4,0.0041738218774160845,0.0041738218774160845,1000.0,4.173821877416085e-06,8.77158239853074e-10
OIVD1r,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),4,0.0041738218774160845,0.0041738218774160845,1000.0,4.173821877416085e-06,8.77158239853074e-10
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",6,0.0038646498864963745,0.0038646498864963745,1000.0,3.864649886496374e-06,7.520218105736229e-10
UDCPDP,Undecaprenyl-diphosphatase,6,0.0038646498864963745,0.0038646498864963745,1000.0,3.864649886496374e-06,7.520218105736229e-10
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,5,0.0038646498864963745,0.0038646498864963745,1000.0,3.864649886496374e-06,7.520218105736229e-10
ALAALAr,D-alanine-D-alanine ligase (reversible),5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
PPTGS_BS,Peptidoglycan subunit synthesis,5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,6,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
