time_h,biomass_gL,maltose_mM,ammonium_mM,PHB_mM
0.0,0.05,20.0,1.0,0.0
0.1,0.05214702771472019,19.995488483467202,1.05,0.0
0.2,0.05438624998959591,19.990783239913778,1.1021470277147203,0.0
0.30000000000000004,0.05672162571014317,19.985875950594078,1.1565332777043162,0.0
0.4,0.059157283758616425,19.98075793955091,1.2132549034144595,0.0
0.5,0.061697530313762745,19.97542015827666,1.272412187173076,0.0
0.6000000000000001,0.0643468564640315,19.969853169715794,1.3341097174868388,0.0
0.7000000000000001,0.06710994614769945,19.964047131580372,1.3984565739508703,0.0
0.8,0.06999168443394926,19.95799177894916,1.4655665200985697,0.0
0.9,0.07299716615954203,19.951676406119518,1.535558204532519,0.0
1.0,0.07613170493635346,19.945089847679995,1.608555370692061,0.0
1.1,0.07940084254569847,19.938220458770186,1.6846870756284145,0.0
1.2000000000000002,0.08281035873605344,19.931056094492927,1.764087918174113,0.0
1.3,0.086366281441498,19.923584088442436,1.8468982769101663,0.0
1.4000000000000001,0.0900748974389424,19.915791230310443,1.9332645583516643,0.0
1.5,0.09394276346298215,19.907663742530726,2.0233394557906066,0.0
1.6,0.09797671779803067,19.899187255920726,2.117282219253589,0.0
1.7000000000000002,0.10218389236822449,19.890346784277224,2.21525893705162,0.0
1.8,0.10657172534647574,19.881126697881125,2.317442829419844,0.0
1.9000000000000001,0.11114797430496437,19.871510695864536,2.4240145547663197,0.0
2.0,0.1159207299303197,19.86148177739126,2.5351625290712843,0.0
2.1,0.1208984303277395,19.851022211599766,2.651083259001604,0.0
2.2,0.126089875939336,19.84011350625551,2.7719816893293436,0.0
2.3000000000000003,0.13150424510308367,19.828736375057133,2.8980715652686797,0.0
2.4000000000000004,0.13715111027987723,19.81687070353882,3.0295758103717634,0.0
2.5,0.14304045497738804,19.804495513508435,3.1667269206516404,0.0
2.6,0.1491826914006408,19.791588925958646,3.3097673756290282,0.0
2.7,0.1555886788605153,19.77812812238542,3.458950067029669,0.0
2.8000000000000003,0.16226974297271982,19.764089304445513,3.6145387458901843,0.0
2.9000000000000004,0.16923769568117883,19.749447651881628,3.7768084888629043,0.0
3.0,0.1765048561412363,19.734177278640864,3.946046184544083,0.0
3.1,0.18408407249959496,19.71825118710886,4.12255104068532,0.0
3.2,0.19198874460949877,19.701641220378725,4.306635113184915,0.0
3.3000000000000003,0.2002328477213174,19.68431801247039,4.4986238577944135,0.0
3.4000000000000004,0.2088309571904177,19.66625093641231,4.698856705515731,0.0
3.5,0.21779827424600515,19.64740805009382,4.907687662706149,0.0
3.6,0.2271506528664932,19.627756039792306,5.1254859369521535,0.0
3.7,0.2369046278089161,19.607260161275445,5.352636589818647,0.0
3.8000000000000003,0.2470774438419404,19.58588417837432,5.589541217627563,0.0
3.9000000000000004,0.25768708623415776,19.563590298918836,5.836618661469503,0.0
4.0,0.26875231255156234,19.540339107922158,6.09430574770366,0.0
4.1000000000000005,0.28029268582042927,19.51608949789608,6.363058060255223,0.0
4.2,0.29232860911422565,19.490798596174056,6.643350746075652,0.0
4.3,0.3048813616257026,19.464421689113482,6.935679355189878,0.0
4.4,0.3179731362879429,19.436912143043156,7.2405607168155806,0.0
4.5,0.3316270790108771,19.408221321816182,7.5585338531035235,0.0
4.6000000000000005,0.3458673296026382,19.378298500822563,7.890160932114401,0.0
4.7,0.36071906444810076,19.347090777309425,8.236028261717038,0.0
4.800000000000001,0.37620854102006096,19.314542976850365,8.59674732616514,0.0
4.9,0.39236314430175134,19.28059755579853,8.9729558671852,0.0
5.0,0.4092114352027637,19.245194499550973,9.365319011486951,0.0
5.1000000000000005,0.4267832010539789,19.20827121644443,9.774530446689715,0.0
5.2,0.4451095082707767,19.169762427094923,10.201313647743694,0.0
