carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,Growth
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,19.260806489216677,1.1101460359563942,,0.17891897622666866
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,18.145541900043153,1.0449626940162269,,0.19681087384933554
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,17.030277310869486,0.9798917145268826,,0.2147027714720024
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,15.91501272169597,0.9149328072045201,,0.23259466909466925
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,14.79974813252249,0.8500856827643302,,0.25048656671733616
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,13.684483543348923,0.7853500529162607,,0.268378464340003
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,12.569218954175241,0.7207256303607565,,0.28627036196266986
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,11.30061047855134,0.6297173542958292,,0.3041622595853367
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,9.94773789232239,0.5442000682620622,,0.32205415720800357
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,8.594865306093325,0.4831252418575625,,0.3399460548306705
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,7.241992719864402,0.3928368104492728,,0.3578379524533373
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,5.645982786895633,0.3130279415321706,,0.3757298500760042
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,4.034190961933049,0.23010639661650434,,0.3936217476986711
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,2.045486449735813,0.11841878072550152,,0.41151364532133794
"EX_23cgmp_e, EX_3amp_e, EX_4abut_e, EX_arg__L_e, EX_asn__L_e, EX_bz_e, EX_cit_e, EX_cytd_e, EX_fol_e, EX_gam_e, EX_glyald_e, EX_gthrd_e, EX_his__L_e, EX_ile__L_e, EX_leu__L_e, EX_lys__L_e, EX_malt_e, EX_metox__R_e, EX_mmet_e, EX_nmn_e, EX_pacald_e, EX_phe__L_e, EX_pnto__R_e, EX_pro__L_e, EX_ribflv_e, EX_ser__L_e, EX_tartr__L_e, EX_thm_e, EX_thr__L_e, EX_thymd_e, EX_trp__L_e, EX_ttdca_e, EX_tyr__L_e, EX_uri_e",0.0,0.0,,0.0,2.650570487459746e-13,,0.4294055429440048
