gene_id,growth,growth_fraction_of_wt,classification,status
MPDKNC_02422,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03903,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01089,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00251,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01937,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02300,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03246,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03630,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_04193,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01445,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02694,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03138,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01710,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01435,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00847,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02412,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03199,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00610,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02167,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01294,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01323,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_04305,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03869,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00526,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03183,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_04440,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02739,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03863,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02933,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00030,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00918,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03092,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00510,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02607,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01697,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01494,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01847,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03454,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03171,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_04203,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02850,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02511,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02932,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00412,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02152,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01604,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_03843,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01295,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00603,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02117,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01128,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02442,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_02467,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_00764,0.445370152933764,0.9999999999999993,non-essential,optimal
MPDKNC_01843,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_01694,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_03535,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_00292,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02202,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02839,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_04405,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_04063,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_03286,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_00107,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_03359,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_00178,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02731,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02988,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02000,0.44537015293376403,0.9999999999999996,non-essential,optimal
MPDKNC_02866,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_00319,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03459,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_01882,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_02098,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03669,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_04321,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_01033,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_04240,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03254,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03423,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_01188,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_02409,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_01307,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_01712,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_02479,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_02833,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03048,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_02234,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_03736,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_00561,0.4453701529337641,0.9999999999999997,non-essential,optimal
MPDKNC_00464,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00807,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00513,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01805,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_04179,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02709,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02729,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01341,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03365,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00678,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02834,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02366,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03741,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01696,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00318,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00950,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00155,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00536,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_04387,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03493,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01695,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00421,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02270,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01838,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03533,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02575,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03428,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03893,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01092,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01419,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01537,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03057,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03821,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_01303,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02877,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03633,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02423,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_02565,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03426,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_03848,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00425,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_00676,0.44537015293376414,0.9999999999999998,non-essential,optimal
MPDKNC_04396,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02291,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03242,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01723,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03505,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02414,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03406,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02937,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00877,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02562,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01963,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01778,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03133,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00519,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02354,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00422,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03090,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02390,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00382,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00554,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03295,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02449,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01811,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04384,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03263,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03902,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01144,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03504,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02640,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01934,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02798,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02428,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00220,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04248,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02641,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00681,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03856,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03069,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01587,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04148,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04234,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03449,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00047,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01439,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01192,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04194,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00334,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00406,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00520,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00507,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01057,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02738,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00424,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02748,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00504,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01167,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04299,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03881,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00989,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01954,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_01787,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00442,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_00443,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_02687,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_04339,0.4453701529337642,0.9999999999999999,non-essential,optimal
MPDKNC_03642,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_02325,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_00553,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_04237,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_02297,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_02818,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_01181,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_03228,0.44537015293376425,1.0,non-essential,optimal
MPDKNC_03773,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_01108,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_03243,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01575,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03877,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02707,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01746,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00573,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03095,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03455,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01788,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02431,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_04294,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_03503,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03744,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02914,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_04232,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01531,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01831,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00604,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01768,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01056,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02483,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03895,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03956,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_04094,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_04422,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03817,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03036,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_03167,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03779,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02688,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01525,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03140,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_04168,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01193,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01012,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01391,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01560,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03437,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03152,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02948,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00574,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_00219,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01660,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00527,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02730,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01492,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03954,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00772,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02824,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02208,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01472,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01650,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01468,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01772,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03096,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_04458,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00472,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02349,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02389,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_01686,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01812,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03760,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03578,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01011,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_02817,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03610,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02795,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03061,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00269,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03419,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02001,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02772,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_03038,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02718,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_03224,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02437,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01727,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00715,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_00663,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01198,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_02854,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_03770,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01496,0.4453701529337643,1.0000000000000002,non-essential,optimal
MPDKNC_01690,0.44537015293376436,1.0000000000000002,non-essential,optimal
MPDKNC_01773,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03854,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_01412,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_02149,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_02014,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_02324,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_00557,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02740,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01455,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00521,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01111,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_04300,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00447,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00189,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03719,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03298,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02122,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00066,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00917,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00552,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02259,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01039,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_04318,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00542,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03838,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01421,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03154,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02835,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02836,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02264,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01261,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_01045,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_03554,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_03136,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00278,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00696,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01928,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_00387,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_00250,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_01589,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_03005,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_01569,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_01422,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02319,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03218,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03245,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_02752,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_03609,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_00448,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_00397,0.4453701529337645,1.0000000000000004,non-essential,optimal
MPDKNC_00106,0.4453701529337644,1.0000000000000004,non-essential,optimal
MPDKNC_01724,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_03866,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_02326,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03840,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03882,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01489,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01567,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03394,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02831,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01232,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01224,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_00522,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01869,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02627,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_00630,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02876,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01649,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_01699,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_02871,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_02410,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_04330,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_00786,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02636,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_03889,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_02283,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03402,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03216,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03049,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02788,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01545,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02874,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_03166,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02613,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02551,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02706,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01962,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_04272,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_04191,0.44537015293376453,1.0000000000000007,non-essential,optimal
