time_h,biomass_gL,glucose_mM,ammonium_mM,PHB_mM
0.0,0.05,20.0,20.0,0.0
0.1,0.05222685076466883,20.0,19.999785382803854,0.0
0.2,0.05455287881589977,20.0,19.99956120719836,0.0
0.30000000000000004,0.05698250121402121,20.0,19.9993270474805,0.0
0.4,0.059520331742044914,20.0,19.9990824589877,0.0
0.5,0.062171189667107205,20.0,19.998826977253458,0.0
0.6000000000000001,0.06494010889211857,20.0,19.998560117125308,0.0
0.7000000000000001,0.06783234751500039,20.0,19.99828137184355,0.0
0.8,0.0708533978136616,20.0,19.997990212078918,0.0
0.9,0.07400899667567633,20.0,19.997686084927395,0.0
1.0,0.07730513649246837,20.0,19.997368412860272,0.0
1.1,0.08074807653868998,20.0,19.99703659262744,0.0
1.2000000000000002,0.08434435485840434,20.0,19.99668999411182,0.0
1.3,0.08810080068064306,20.0,19.99632795913281,0.0
1.4000000000000001,0.09202454738791557,20.0,19.995949800196403,0.0
1.5,0.09612304606229721,20.0,19.995554799189662,0.0
1.6,0.10040407963481968,20.0,19.995142206017043,0.0
1.7000000000000002,0.10487577766503303,20.0,19.994711237175984,0.0
1.8,0.10954663177880536,20.0,19.994261074269062,0.0
1.9000000000000001,0.11442551179367588,20.0,19.99379086244987,0.0
2.0,0.11952168256238326,20.0,19.993299708799693,0.0
2.1,0.1248448215665542,20.0,19.992786680631887,0.0
2.2,0.1304050372939627,20.0,19.992250803720726,0.0
2.3000000000000003,0.13621288843425722,20.0,19.991691060451377,0.0
2.4000000000000004,0.14227940392960872,20.0,19.99110638788748,0.0
2.5,0.1486161039183542,20.0,19.990495675752666,0.0
2.6,0.15523502161140795,20.0,19.989857764322164,0.0
2.7,0.16214872614298284,20.0,19.989191442220523,0.0
2.8000000000000003,0.16937034643901439,20.0,19.988495444121252,0.0
2.9000000000000004,0.17691359614861324,20.0,19.98776844834399,0.0
3.0,0.18479279968589024,20.0,19.987009074344677,0.0
3.1,0.19302291943160657,20.0,19.986215880093944,0.0
3.2,0.2016195841463042,20.0,19.985387359338734,0.0
3.3000000000000003,0.21059911864887235,20.0,19.98452193874198,0.0
3.4000000000000004,0.21997857481690877,20.0,19.983617974894873,0.0
3.5,0.2297757639677446,20.0,19.98267375119608,0.0
3.6,0.2400092906816233,20.0,19.98168747459198,0.0
3.7,0.25069858813126317,20.0,19.980657272171676,0.0
3.8000000000000003,0.2618639549848931,20.0,19.979581187610425,0.0
3.9000000000000004,0.27352659395283935,20.0,19.97845717745461,0.0
4.0,0.2857086520508621,20.0,19.9772831072413,0.0
4.1000000000000005,0.29843326265670134,20.0,19.97605674744494,0.0
4.2,0.31172458943969505,20.0,19.974775769243575,0.0
4.3,0.32560787224689225,20.0,19.973437740096465,0.0
4.4,0.34010947503279587,20.0,19.972040119124767,0.0
4.5,0.35525693592375374,20.0,19.970580252286478,0.0
4.6000000000000005,0.371079019512068,20.0,19.969055367336487,0.0
4.7,0.3876057714791281,20.0,19.96746256856216,0.0
4.800000000000001,0.404868575651295,20.0,19.965798831284456,0.0
4.9,0.4229002135968843,20.0,19.964060996114174,0.0
5.0,0.4417349268774209,20.0,19.962245762952335,0.0
5.1000000000000005,0.4614084820713791,20.0,19.960349684723408,0.0
5.2,0.4819582386938857,20.0,19.9583691608294,0.0
5.300000000000001,0.5034232201413641,20.0,19.956300430312435,0.0
5.4,0.5258441877958409,20.0,19.9541395647128,0.0
5.5,0.5492637184296373,20.0,19.951882460608907,0.0
5.6000000000000005,0.5737262850574348,20.0,19.94952483182502,0.0
5.7,0.5992783413892498,20.0,19.947062201291928,0.0
5.800000000000001,0.6259684100446922,20.0,19.94448989254512,0.0
5.9,0.6538471746960232,20.0,19.94180302084432,0.0
6.0,0.6829675763149909,20.0,19.938996483897487,0.0
6.1000000000000005,0.7133849137062119,20.0,19.936064952171733,0.0
6.2,0.7451569485180095,20.0,19.933002858772678,0.0
6.300000000000001,0.7783440149301218,20.0,19.929804388873077,0.0
6.4,0.8130091342265727,20.0,19.926463468670644,0.0
6.5,0.8492181344712764,20.0,19.92297375385406,0.0
6.6000000000000005,0.8870397755136362,20.0,19.91932861755532,0.0
6.7,0.9265458795615202,20.0,19.915521137765495,0.0
6.800000000000001,0.9678114675695666,20.0,19.911544084190044,0.0
6.9,1.0109149017018175,20.0,19.90738990451868,0.0
7.0,1.0559380341392135,20.0,19.90305071008376,0.0
7.1000000000000005,1.1029663625145294,20.0,19.898518260879932,0.0
7.2,1.1520891922699188,20.0,19.893783949916596,0.0
7.300000000000001,1.203399806245378,20.0,19.88883878687348,0.0
7.4,1.2569956418201744,20.0,19.883673381028288,0.0
7.5,1.3129784759436272,20.0,19.878277923423973,0.0
7.6000000000000005,1.3714546184066025,20.0,19.872642168241818,0.0
7.7,1.4325351137207492,20.0,19.866755413344926,0.0
7.800000000000001,1.4963359519888288,20.0,19.860606479955162,0.0
7.9,1.5629782891665842,20.0,19.854183691424982,0.0
8.0,1.6325886771344118,20.0,19.847474851063804,0.0
8.1,1.7052993040157403,20.0,19.840467218976862,0.0
8.200000000000001,1.7812482451984735,20.0,19.83314748787249,0.0
8.3,1.8605797255361778,20.0,19.825501757791983,0.0
8.4,1.9434443932269287,20.0,19.81751550971395,0.0
8.5,2.0299996058899032,20.0,19.809173577983128,0.0
8.6,2.12040972938297,20.0,19.800460121511236,0.0
8.700000000000001,2.2148464499287237,20.0,19.791358593695197,0.0
8.8,2.31348910014168,20.0,19.78185171099562,0.0
8.9,2.4165249995757496,20.0,19.771921420115863,0.0
9.0,2.524149810438681,20.0,19.761548863719323,0.0
9.1,2.6365679091489618,20.0,19.750714344619922,0.0
9.200000000000001,2.7539927744407544,20.0,19.739397288377692,0.0
9.3,2.8766473927538705,20.0,19.727576204228527,0.0
9.4,3.004764681678601,20.0,19.715228644273825,0.0
9.5,3.1385879322595183,20.0,19.702331160852587,0.0
9.600000000000001,3.278371270998167,20.0,19.68885926201497,0.0
9.700000000000001,3.4243801424319784,20.0,19.67478736501279,0.0
9.8,3.576891813205806,20.0,19.660088747718618,0.0
9.9,3.736195898593306,20.0,19.644735497881225,0.0
10.0,3.902594912468006,20.0,19.628698460121022,0.0
10.100000000000001,4.076404841768447,20.0,19.61194718056483,0.0
10.200000000000001,4.257955746548282,20.0,19.59444984901486,0.0
10.3,4.447592386750823,20.0,19.576173238542058,0.0
10.4,4.645674876898249,20.0,19.557082642389116,0.0
10.5,4.852579369938721,20.0,19.53714180806335,0.0
10.600000000000001,5.068698771550005,20.0,19.516312868494257,0.0
10.700000000000001,5.294443486256045,20.0,19.49455627012503,0.0
10.8,5.530242196773348,20.0,19.4718306978015,0.0
10.9,5.776542678067118,20.0,19.448092996315847,0.0
11.0,6.033812647663035,20.0,19.423298088456097,0.0
11.100000000000001,6.3025406538293725,20.0,19.3973988894058,0.0
11.200000000000001,6.583237003316098,20.0,19.370346217331313,0.0
11.3,6.876434730412709,20.0,19.34208869998692,0.0
11.4,7.182690609165005,20.0,19.312572677160407,0.0
11.5,7.502586210672978,20.0,19.28174209877387,0.0
11.600000000000001,7.8367290074775955,20.0,19.249538418446225,0.0
11.700000000000001,8.185753527133672,20.0,19.215900482315327,0.0
11.8,8.550322557159435,20.0,19.180764412908527,0.0
11.9,8.931128403650947,20.0,19.14406348784121,0.0
12.0,9.328894205951457,20.0,19.105728013112884,0.0
12.100000000000001,9.744375309872208,20.0,19.06568519076031,0.0
12.200000000000001,10.178360702072386,20.0,19.023858980616225,0.0
12.3,10.631674508322085,20.0,18.98016995591129,0.0
12.4,11.105177558493427,20.0,18.93453515244492,0.0
12.5,11.59976902125171,20.0,18.886867911038657,0.0
12.600000000000001,12.116388111550831,20.0,18.83707771297289,0.0
12.700000000000001,12.656015874175456,20.0,18.785070008094408,0.0
12.8,13.219677046716823,20.0,18.73074603526838,0.0
12.9,13.808442005519948,20.0,18.6740026348338,0.0
13.0,14.423428798297492,20.0,18.61473205270627,0.0
13.100000000000001,15.065805267270193,20.0,18.552821735756076,0.0
13.200000000000001,15.736791266865637,20.0,18.488154118073055,0.0
13.3,16.437660980186706,20.0,18.420606397712298,0.0
13.4,17.169745338648617,20.0,18.350050303496804,0.0
13.5,17.93443454937939,20.0,18.276351851434192,0.0
13.600000000000001,18.733180735183158,20.0,18.19937109028497,0.0
13.700000000000001,19.567500692079594,20.0,18.118961835799148,0.0
13.8,20.438978769655897,20.0,18.034971393116564,0.0
13.9,21.34926987970106,20.0,17.94724026680373,0.0
14.0,22.300102638835725,20.0,17.85560185797659,0.0
14.100000000000001,23.293282651105415,20.0,17.75988214793406,0.0
14.200000000000001,24.330695936770635,20.0,17.659899367701488,0.0
14.3,25.41431251380508,20.0,17.555463652856623,0.0
14.4,26.546190138903064,20.0,17.44637668298254,0.0
14.5,27.728478215100267,20.0,17.332431305062862,0.0
14.600000000000001,28.963421873428242,20.0,17.213411140104167,0.0
14.700000000000001,30.253366236353628,20.0,17.089090172238485,0.0
14.8,31.600760871098228,20.0,16.959232319525682,0.0
14.9,33.008164441296664,20.0,16.823590985640646,0.0
15.0,34.478249565824974,20.0,16.681908591593956,0.0
15.100000000000001,36.01380789402697,20.0,16.533916086596808,0.0
15.200000000000001,37.61775540697597,20.0,16.379332437141297,0.0
15.3,39.29313795483895,20.0,16.21786409332588,0.0
15.4,41.04313704085836,20.0,16.04920443141256,0.0
15.5,42.871075862935214,20.0,15.873033171557228,0.0
15.600000000000001,44.78042562428626,20.0,15.689015769607469,0.0
15.700000000000001,46.774812125159,20.0,15.496802781812825,0.0
15.8,48.85802264812202,20.0,15.296029201241186,0.0
15.9,51.03401315000556,20.0,15.086313764640945,0.0
16.0,53.30691577414975,20.0,14.86725822843378,0.0
16.1,55.681046697225796,20.0,14.638446612460495,0.0
16.2,58.16091432553132,20.0,14.399444410047336,0.0
16.3,60.75122785632426,20.0,14.149797762890083,0.0
16.400000000000002,63.45690622045277,20.0,13.889032599190498,0.0
16.5,66.28308742326342,20.0,13.616653733407245,0.0
16.6,69.23513830152551,20.0,13.33214392591297,0.0
16.7,72.31866471489957,20.0,13.034962900771175,0.0
16.8,75.5395221913036,20.0,12.72454631976774,0.0
16.900000000000002,78.90382704639204,20.0,12.40030471074893,0.0
17.0,82.41796799826312,20.0,12.061622348230369,0.0
17.1,86.08861829945077,20.0,11.707856084152487,0.0
17.2,89.92274840923905,20.0,11.338334126561088,0.0
17.3,93.92763923036374,20.0,10.952354763893425,0.0
17.400000000000002,98.11089593523712,20.0,10.549185032447916,0.0
17.5,102.48046240795163,20.0,10.12805932450566,0.0
17.6,107.04463632948683,20.0,9.68817793446984,0.0
17.7,111.81208493476709,20.0,9.228705540238735,0.0
17.8,116.7918614714911,20.0,8.748769616958784,0.0
17.900000000000002,121.9934223919888,20.0,8.247458780123992,0.0
18.0,127.42664531075215,20.0,7.72382105488236,0.0
18.1,133.10184776174077,20.0,7.176862068262855,0.0
18.2,139.02980679108208,20.0,6.60554316089145,0.0
18.3,145.22177942237167,20.0,6.008779414605051,0.0
18.400000000000002,151.68952403343718,20.0,5.385437592224247,0.0
18.5,158.44532268515934,20.0,4.734333985567106,0.0
18.6,165.50200444475223,20.0,4.054232167622365,0.0
18.7,172.87296974779258,20.0,3.343840644610766,0.0
18.8,180.57221584526138,20.0,2.601810403474514,0.0
18.900000000000002,188.61436338392056,20.0,1.8267323501411508,0.0
19.0,197.0146841705006,20.0,1.017134633695886,0.0
19.1,205.78913017242192,20.0,0.17147985136462585,0.0
19.200000000000003,214.95436381012172,20.0,0.0,0.0
19.3,224.5277895985111,20.0,0.0,0.0
19.400000000000002,234.52758719764802,20.0,0.0,0.0
19.5,244.97274593538836,20.0,0.0,0.0
19.6,255.88310086757318,20.0,0.0,0.0
19.700000000000003,267.2793704442289,20.0,0.0,0.0
19.8,279.18319585330755,20.0,0.0,0.0
19.900000000000002,291.61718211668006,20.0,0.0,0.0
20.0,304.604941016422,20.0,0.0,0.0
20.1,318.17113593290844,20.0,0.0,0.0
20.200000000000003,332.34152867986336,20.0,0.0,0.0
20.3,347.14302842530253,20.0,0.0,0.0
20.400000000000002,362.60374279126927,20.0,0.0,0.0
20.5,378.7530312293996,20.0,0.0,0.0
20.6,395.62156077367604,20.0,0.0,0.0
20.700000000000003,413.24136427624273,20.0,0.0,0.0
20.8,431.6459012368695,20.0,0.0,0.0
20.900000000000002,450.87012134157925,20.0,0.0,0.0
21.0,470.95053083109565,20.0,0.0,0.0
21.1,491.92526182514393,20.0,0.0,0.0
21.200000000000003,513.8341447342486,20.0,0.0,0.0
21.3,536.7187838965369,20.0,0.0,0.0
21.400000000000002,560.6226365831794,20.0,0.0,0.0
21.5,585.5910955224975,20.0,0.0,0.0
21.6,611.6715750994481,20.0,0.0,0.0
21.700000000000003,638.9136013941759,20.0,0.0,0.0
21.8,667.3689062306146,20.0,0.0,0.0
21.900000000000002,697.0915254137313,20.0,0.0,0.0
22.0,728.1379013419659,20.0,0.0,0.0
22.1,760.5669901897201,20.0,0.0,0.0
22.200000000000003,794.4403738634369,20.0,0.0,0.0
22.3,829.8223769438684,20.0,0.0,0.0
22.400000000000002,866.7801888366035,20.0,0.0,0.0
22.5,905.3839913628151,20.0,0.0,0.0
22.6,945.707092032519,20.0,0.0,0.0
22.700000000000003,987.8260632534259,20.0,0.0,0.0
22.8,1031.8208877397396,20.0,0.0,0.0
22.900000000000002,1077.7751103970297,20.0,0.0,0.0
23.0,1125.7759969716028,20.0,0.0,0.0
23.1,1175.9146997656433,20.0,0.0,0.0
23.200000000000003,1228.2864307328118,20.0,0.0,0.0
23.3,1282.9906422830059,20.0,0.0,0.0
23.400000000000002,1340.131216139623,20.0,0.0,0.0
23.5,1399.8166606079644,20.0,0.0,0.0
23.6,1462.1603166293844,20.0,0.0,0.0
23.700000000000003,1527.2805730124755,20.0,0.0,0.0
23.8,1595.301091250009,20.0,0.0,0.0
23.900000000000002,1666.351040348551,20.0,0.0,0.0
24.0,1740.565342116688,20.0,0.0,0.0
