minimum,maximum,reaction_id,flux_span,direction_class
-10.0,8.592222222222187,4ABUTD,18.592222222222187,bidirectional
0.0,0.0,4HALDD,0.0,blocked
-7.248201870063745e-05,0.0,4HBAt,7.248201870063745e-05,backward_only
0.0,10.000000000000002,4HPRODCabcpp,10.000000000000002,forward_only
0.0,10.0,4HPRODCtex,10.0,forward_only
-10.0,0.0,4HPROE,10.0,backward_only
0.0,10.0,4HPROLTabcpp,10.0,forward_only
0.0,10.0,4HPROLTtex,10.0,forward_only
-10.0,1.7550405573274475e-12,4HPRO_LT_Et,10.000000000001755,backward_only
0.0,10.633442622950833,4HTHRA,10.633442622950833,forward_only
0.0,10.633442622950815,4HTHRS_1,10.633442622950815,forward_only
0.0,2.0704232804232867,4PCP,2.0704232804232867,forward_only
0.0,1.8633809523809448,4PEPTabcpp,1.8633809523809448,forward_only
0.0,0.0,5DGLCNR,0.0,blocked
0.0,0.0,5DKGR,0.0,blocked
0.0,9.706166666666617,6PHBG_2,9.706166666666617,forward_only
0.0,10.000000000000002,A6PAG,10.000000000000002,forward_only
0.0,10.000000000000023,A6PAG2,10.000000000000023,forward_only
0.0,6.412380952381445,AABTN,6.412380952381445,forward_only
0.0,25.776666666666614,AACLAM,25.776666666666614,forward_only
0.0,6.444166666666658,AACPS3,6.444166666666658,forward_only
0.0,5.155333333333323,AACPS4,5.155333333333323,forward_only
0.0,2.443778298204544,AACPS5,2.443778298204544,forward_only
0.0,5.155333333333318,AACPS6,5.155333333333318,forward_only
0.0,12.888333333333332,AACPS9,12.888333333333332,forward_only
0.0,9.999999999999993,AB6PGH,9.999999999999993,forward_only
0.0,0.00021744090745120481,ABG4t2,0.00021744090745120481,forward_only
0.0,14.391764705882336,ABTA,14.391764705882336,forward_only
-4.999999999999999,0.0,ABTt_1,4.999999999999999,backward_only
0.0,18.59222222222222,ABUTD,18.59222222222222,forward_only
0.0,10.000000000000005,ABUTt2r,10.000000000000005,forward_only
0.0,27.888333333333303,ACACCT,27.888333333333303,forward_only
-10.0,15.79092592592592,ACACT1r,25.79092592592592,bidirectional
-8.944166666666673,0.0016498102086974855,ACACT2r,8.94581647687537,bidirectional
-8.944166666666662,0.0016498861147680472,ACACT3r,8.94581655278143,bidirectional
-8.895040160642543,0.001649975830948932,ACACT4r,8.896690136473492,bidirectional
0.0,8.895040160642546,ACACT5r,8.895040160642546,forward_only
-8.895040160642559,0.0016499758309464225,ACACT5r_1,8.896690136473506,bidirectional
-7.382142920629271,0.0016501552925805376,ACACT6r_1,7.383793075921851,bidirectional
-1.9355456570155882,0.0013010113213359064,ACACT7r,1.936846668336924,bidirectional
0.0,1.755676767676754,ACACT8r,1.755676767676754,forward_only
0.0,9.999999999999996,ACACt2pp,9.999999999999996,forward_only
0.0,10.0,ACACtex,10.0,forward_only
-10.0,10.0,ACALDt,20.0,bidirectional
0.0,0.0,ACALDtpp,0.0,blocked
0.0,14.045414141413083,ACCOAC,14.045414141413083,forward_only
0.0,2.070423280423275,ACGAMK,2.070423280423275,forward_only
0.0,10.000000000000005,ACGApts,10.000000000000005,forward_only
0.0,9.999999999999998,ACGAptspp,9.999999999999998,forward_only
