knockouts,n_knockouts,max_growth,min_PHB_at_max_growth
3GMPtex_1 + XYLabc,2,0.17156762868765962,0.0
3MBt2pp + XYLabc,2,0.44537015293376336,0.0
3MBt4pp + XYLabc,2,0.44537015293376336,0.0
3MBtex + XYLabc,2,0.44537015293376336,0.0
3NTD2pp + XYLabc,2,0.44537015293376336,0.0
3NTD4pp + XYLabc,2,0.44537015293376336,0.0
VALt2r + XYLabc,2,0.44537015293376353,0.0
VALt2rpp + XYLabc,2,0.44537015293376353,0.0
VALt3pp + XYLabc,2,0.44537015293376353,0.0
3MBtex + XYLK,2,0.4453701529337624,0.0
3NTD2pp + XYLK,2,0.4453701529337624,0.0
3NTD4pp + XYLK,2,0.4453701529337624,0.0
VALt2r + XYLK,2,0.4453701529337626,0.0
VALt2rpp + XYLK,2,0.4453701529337626,0.0
VALt3pp + XYLK,2,0.4453701529337626,0.0
VALtex + XYLK,2,0.4453701529337624,0.0
VECOAH + XYLK,2,0.4453701529337624,0.0
VNDH_2 + XYLK,2,0.4453701529337624,0.0
VPAMTr + XYLK,2,0.4453701529337624,0.0
XANt2 + XYLK,2,0.4453701529337624,0.0
XPPT + XYLK,2,0.4453701529337624,0.0
XTSNH + XYLK,2,0.4453701529337624,0.0
XYLI1 + XYLK,2,0.4453701529337624,0.0
XYLI2 + XYLK,2,0.4453701529337624,0.0
2HXMPt6 + XYLabc,2,0.445370152933764,0.0
VPAMTr + XYLI2,2,0.44537015293376353,0.0
XANt2 + XYLI2,2,0.44537015293376353,0.0
XPPT + XYLI2,2,0.44537015293376353,0.0
XTSNH + XYLI2,2,0.44537015293376353,0.0
XYLI1 + XYLI2,2,0.44537015293376353,0.0
2HXMPt6 + XYLK,2,0.4453701529337637,0.0
2INSD + XYLK,2,0.4453701529337637,0.0
2MAHMP + XYLK,2,0.4453701529337637,0.0
2PGLYCt6 + XYLK,2,0.4453701529337637,0.0
2S6HCCi + XYLK,2,0.4453701529337637,0.0
34HPPOR + XYLK,2,0.4453701529337637,0.0
3AMPt6 + XYLK,2,0.4453701529337637,0.0
3CMPt6 + XYLK,2,0.44537015293376353,0.0
3GMPtex_1 + XYLK,2,0.1715676286876131,0.0
3MBt2pp + XYLK,2,0.4453701529337624,0.0
3MBt4pp + XYLK,2,0.4453701529337624,0.0
2S6HCCi + XYLI2,2,0.4453701529337634,0.0
