,minimum,maximum
PHBS_syn_1,9.0,10.0
3OXCOAT,0.0,10.00000000000001
AACLAM,0.0,26.776666666666646
AACOAR_syn,9.0,10.0
ACACT1r,-10.0,15.790925925925928
ACACT2r,-8.944166666666664,0.0017282852226589054
ACACT3r,-8.944166666666659,0.0017283139037455608
APATi,0.0,10.0
BSCT,-2.9081316726559057e-05,4.342162162162146
CS,0.0,17.56600000000002
DHNCOAT,0.0,3.3735929428915966e-05
DHPACCOAHIT,0.0,10.00000000000002
DPCOAK,8.775878630393552e-15,8.92555555555556
FACOAE120,0.0,5.504102564102558
FACOAE140,0.0,13.388333333333343
FACOAE160,0.0,13.388333333333332
FACOAE161,0.0,13.38833333333333
FACOAE180,0.0,5.355333333333332
FACOAL100t2pp,0.0,8.89504016064257
FACOAL120t2pp,0.0,8.139900941059922
FACOAL140,0.0,13.388333333333236
FACOAL140_ISO,0.0,0.0001350882701622731
FACOAL140t2pp,0.0,7.148460323726805
FACOAL141t2pp,0.0,7.232219730698811
FACOAL150_ISO,0.0,0.002701765403245447
FACOAL150_anteiso,0.0,0.0045930011855172944
FACOAL160,0.0,13.388333333333334
FACOAL160_ISO,0.0,0.0006754413508113706
FACOAL160t2pp,0.0,6.694166666666651
FACOAL161,0.0,13.388333333333296
FACOAL161t2pp,0.0,5.355333333333332
FACOAL170_ISO,0.0,0.0009456178911359162
FACOAL170_anteiso,0.0,0.0022965005927586503
FACOAL180_2,0.0,0.00040526481048682063
FACOAL180t2pp,0.0,5.355333333333333
FACOAL181,0.0,1.8405252525252496
FACOAL181t2pp,0.0,1.5478476190476114
FACOAL60t2pp,0.0,8.944166666666682
FACOAL80t2pp,0.0,8.944166666666671
FAS140,0.0,5.504102564102558
G1PACT,0.0,8.92555555555555
G3POA_BS,0.0,0.006754413508113634
GLYAT,-10.0,10.0
Growth,0.0,0.3377206754056855
HIBHr,0.0,10.07874614197529
HSERTA,0.0,8.032999999999964
IPPS,0.0,8.92555555555554
KAS1,0.0,0.00013499887580297482
KAS11,0.0,0.0009456178911359158
KAS12,0.0,0.0022965005927586568
KAS13,0.0,0.00040526481048682177
KAS17,0.0,1.8405252525252491
KAS2,0.0,2.2606947890818856
KAS3,0.0,0.0027017654032454727
KAS4,0.0,0.004593001185517306
KAS6,0.0,0.0006754413508113686
KAS7,0.0,2.029086859688212
KAS8,0.0,2.0290868596881912
MACCOAT,0.0,11.35533333333333
MALS,0.0,10.044000000000004
MCITS,0.0,17.294583333333303
MMSAD1,0.0,10.078746141975289
MMSAD2,0.0,15.499696969696972
MMSAD3,0.0,10.000000000000014
MMSDHir,0.0,10.078746141975305
NPHS,0.0,2.7598414832553764e-05
OBDHc,0.0,9.736969696969702
OIVD1r,-10.0,8.27129629629626
OIVD2,0.0,6.229655172413773
OIVD3,0.0,11.355333333333313
OXDHCOAT,0.0,10.0
PACCOAL,0.0,10.000000000000002
PBUTT,-10.0,9.999999999999998
PDH,0.0,16.444166666666653
PDHbr,0.0,16.44416666666665
POR_syn,0.0,15.534645669291336
PTA2,0.0,26.776666666666305
PTAr,-10.0,10.0
PTRCAT1,0.0,6.694166666666663
SERAT,0.0,16.232063492062917
SSCOARy,-10.0,19.34809523809524
SUCBZL,0.0,4.342162162162158
SUCOAS,-10.0,26.609999999999953
THDPS,0.0,10.0
THPAT,0.0,0.0
ACACT4r,-8.895040160642562,0.001728399952713369
ACACT5r,8.781699903168919e-15,8.895040160642553
ACACT5r_1,-8.895040160642566,0.0017283999527133718
ACACT6r_1,-7.382142920629271,0.0017285720763610358
ACACT7r,-2.029086859688189,0.0013508827016227294
ACACT8r,0.0,1.8405252525252433
ACGS,0.0,9.674047619047627
ACPS,0.0,8.925555555555556
ACPS1,0.0,8.925555555555556
ACPS1_1,0.0,8.92555555555556
ACS,0.0,26.77666666666667
ACS2,0.0,26.776666666666635
ACS_1,0.0,0.0
ACTD2,0.0,16.44416666666665
AGPATr_BS,0.0,0.006754413508113657
AKGDH,0.0,10.087377049180324
MTHFC_1,0.0,14.884485981308394
NADH4,0.0,40.000041463820885
NADH10,0.0,43.54467105263157
NADDPp_1,-10.0,13.388333333333328
NADDP,0.0,23.388333333333343
NABTNO,0.0,6.6941666666666535
MYCTR,-10.0,0.0
MTRK,0.0,3.3078481012658263
MTHTHFSs,0.0,9.999999999999998
MTHFR3,0.0,2.1421333333333292
MTHFD2i,0.0,14.884485981308444
MTHFD,-10.0,4.884485981308401
NADH5,0.0,40.000018853360174
MTHFC,-10.0,4.884485981308405
MTAN,0.0,3.3078481012658156
MTAM_1,-10.0,0.0
MSULR,-2.0597435897435807,-2.2787303778453204e-31
MSO3abcpp,0.0,2.0597435897435896
MSO3abc,0.0,2.0597435897435874
MPTG2,0.0,0.7165961199294524
MPTG,0.0,1.0748941798941756
MOHMT,0.0,0.00019439586993155684
MOBDabcpp,0.0,9.674047619047613
NADN,0.0,14.194166666666652
NAt3_2,0.0,63.802739187417984
NAt3_1,0.0,95.7041087811271
NAabcO,0.0,19.348095238094945
NAabc,0.0,19.348095238095215
NAPRT,-9.999999999999996,1.1294444444444416
NADTRHD,0.0,92.84461538461535
NADS2,0.0,5.355333333333332
NADS1,0.0,6.694166666666667
NADPHQR3,0.0,43.54467105263156
NADPHQR2,0.0,40.00001882325591
MOBDabc_rev,0.0,9.674047619047522
NADKd,-10.0,0.00015086124370991373
NADK_1,0.0,0.0
NADK5,0.0,10.00015086124371
NADK4,0.0,10.00015086124371
NADK3,0.0,10.00015086124371
NADK2,0.0,10.000150861243712
NADK1,0.0,10.00015086124371
NADK,0.0,10.00015096080613
NADHPO,0.0,20.000015085871812
NADH9,0.0,24.87670833333322
METSR_S1,0.0,0.0
MGt5,-0.00292972685914432,0.0
MGSA,0.0,17.073333333333302
MGCH,0.0,10.31066666666667
