time_h,biomass_gL,glucose_mM,ammonium_mM,PHB_mM
14.5,29.703989140958903,20.0,1.0,0.0
14.55,30.365452650281487,20.0,1.0,0.0
14.6,31.041645964819423,20.0,1.0,0.0
14.65,31.73289709535279,20.0,1.0,0.0
14.7,32.43954135697222,20.0,1.0,0.0
14.75,33.16192153173501,20.0,1.0,0.0
14.8,33.90038803494332,20.0,1.0,0.0
14.85,34.655299085125144,20.0,1.0,0.0
14.9,35.427020877800516,20.0,1.0,0.0
14.95,36.21592776311719,20.0,1.0,0.0
15.0,37.022402427442074,20.0,1.0,0.0
15.05,37.84683607899633,20.0,1.0,0.0
15.1,38.68962863762441,20.0,1.0,0.0
15.15,39.55118892878887,20.0,1.0,0.0
15.2,40.431934881885205,20.0,1.0,0.0
15.25,41.33229373297286,20.0,1.0,0.0
15.3,42.252702232020724,20.0,1.0,0.0
15.35,43.19360685476771,20.0,1.0,0.0
15.4,44.15546401930114,20.0,1.0,0.0
15.45,45.13874030745801,20.0,1.0,0.0
15.5,46.1439126911565,20.0,1.0,0.0
15.55,47.17146876376763,20.0,1.0,0.0
15.6,48.2219069766391,20.0,1.0,0.0
15.65,49.29573688088627,20.0,1.0,0.0
15.7,50.393479374567406,20.0,1.0,0.0
15.75,51.51566695536318,20.0,1.0,0.0
15.8,52.66284397888292,20.0,1.0,0.0
15.85,53.83556692272301,20.0,1.0,0.0
15.9,55.03440465640546,20.0,1.0,0.0
15.95,56.25993871732755,20.0,1.0,0.0
16.0,57.51276359285656,20.0,1.0,0.0
16.05,58.79348700870625,20.0,1.0,0.0
16.1,60.10273022373508,20.0,1.0,0.0
16.15,61.44112833130915,20.0,1.0,0.0
16.2,62.80933056737605,20.0,1.0,0.0
16.25,64.20800062539902,20.0,1.0,0.0
16.3,65.63781697830427,20.0,1.0,0.0
16.35,67.09947320759755,20.0,1.0,0.0
16.4,68.59367833980968,20.0,1.0,0.0
16.45,70.1211571904342,20.0,1.0,0.0
16.5,71.682650715524,20.0,1.0,0.0
16.55,73.27891637111752,20.0,1.0,0.0
16.6,74.91072848066877,20.0,1.0,0.0
16.65,76.57887861065952,20.0,1.0,0.0
