,uptake_flux
EX_23cgmp_e,9.911442981352417
EX_ca2_e,0.0011590758230101206
EX_cit_e,0.0011590758230095588
EX_cl_e,0.0011590758230101206
EX_cobalt2_e,2.2268507646688196e-05
EX_cu2_e,0.00015788371921501932
EX_fe3pyovd_kt_e,4.7611968650569425
EX_h2o_e,10.0
EX_hexs_e,0.10662686998013612
EX_istfrnA_e,0.0014953302884751123
EX_k_e,0.04346656813080009
EX_mg2_e,0.001931793038350201
EX_mn2_e,0.00015387538783861543
EX_nmn_e,10.0
EX_o2_e,8.634018800859325
EX_zn2_e,7.593561107520675e-05
