reaction_id,reaction_name,distance_from_PHB,flux,abs_flux,capacity_bound,flux_to_capacity_ratio,bottleneck_score
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),2,0.010829308879630361,0.010829308879630361,1000.0,1.0829308879630361e-05,5.906429785256589e-09
RNDR2,Ribonucleoside-diphosphate reductase (GDP),2,0.010829308879630361,0.010829308879630361,1000.0,1.0829308879630361e-05,5.906429785256589e-09
ADADir,Deoxycytidine kinase,2,0.010829308879630361,0.010829308879630361,1000.0,1.0829308879630361e-05,5.906429785256589e-09
DCYTt2,Deoxycytidine transport in via proton symport,2,0.010829308879630361,0.010829308879630361,1000.0,1.0829308879630361e-05,5.906429785256589e-09
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),2,0.010829308879630361,0.010829308879630361,1000.0,1.0829308879630361e-05,5.906429785256589e-09
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),2,0.01048819987949839,0.01048819987949839,1000.0,1.048819987949839e-05,5.540200396758315e-09
TMDK1,Thymidine kinase (ATP:thymidine),2,0.01048819987949839,0.01048819987949839,1000.0,1.048819987949839e-05,5.540200396758315e-09
RNTR1,Ribonucleoside triphosphate reductase  ATP,2,0.01048819987949839,0.01048819987949839,1000.0,1.048819987949839e-05,5.540200396758315e-09
DTMPK,DTMP kinase,2,0.010488199879498387,0.010488199879498387,1000.0,1.0488199879498388e-05,5.540200396758313e-09
THMDt2,Thymidine transport in via proton symport,2,0.010488199879498387,0.010488199879498387,1000.0,1.0488199879498388e-05,5.540200396758313e-09
ILETA,Isoleucine transaminase,2,0.008176996007863915,0.008176996007863915,1000.0,8.176996007863915e-06,3.3675273746050538e-09
OIVD3,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),1,0.008176996007863913,0.008176996007863913,1000.0,8.176996007863914e-06,3.3675273746050525e-09
PAP_BS,Phosphatidic acid phosphatase,2,0.008016662752807758,0.008016662752807758,1000.0,8.016662752807757e-06,3.2367621824346904e-09
AGPATr_BS,1 acylglycerol 3 phosphate O acyltransferase,1,0.008016662752807758,0.008016662752807758,1000.0,8.016662752807757e-06,3.2367621824346904e-09
UGT_BS,UDP glucosyltransferase  diglucosyl,2,0.008016662752807758,0.008016662752807758,1000.0,8.016662752807757e-06,3.2367621824346904e-09
G3POA_BS,Glycerol 3 phosphate O acyltransferase,1,0.008016662752807758,0.008016662752807758,1000.0,8.016662752807757e-06,3.2367621824346904e-09
