time_h,biomass_gL,glucose_mM,ammonium_mM,PHB_mM
0.0,0.05,20.0,1.0,0.0
0.1,0.05222685076466883,20.0,0.9997853828038534,0.0
0.2,0.05455287881589977,20.0,0.99956120719836,0.0
0.30000000000000004,0.05698250121402121,20.0,0.9993270474804962,0.0
0.4,0.059520331742044914,20.0,0.9990824589876968,0.0
0.5,0.062171189667107205,20.0,0.998826977253453,0.0
0.6000000000000001,0.06494010889211857,20.0,0.9985601171253041,0.0
0.7000000000000001,0.06783234751500039,20.0,0.9982813718435466,0.0
0.8,0.0708533978136616,20.0,0.9979902120789125,0.0
0.9,0.07400899667567633,20.0,0.9976860849273881,0.0
1.0,0.07730513649246837,20.0,0.9973684128602651,0.0
1.1,0.08074807653868998,20.0,0.9970365926274304,0.0
1.2000000000000002,0.08434435485840434,20.0,0.9966899941118113,0.0
1.3,0.08810080068064306,20.0,0.9963279591328013,0.0
1.4000000000000001,0.09202454738791557,20.0,0.9959498001963943,0.0
1.5,0.09612304606229721,20.0,0.9955547991896534,0.0
1.6,0.10040407963481968,20.0,0.9951422060170343,0.0
1.7000000000000002,0.10487577766503303,20.0,0.9947112371759763,0.0
1.8,0.10954663177880536,20.0,0.9942610742690532,0.0
1.9000000000000001,0.11442551179367588,20.0,0.9937908624498599,0.0
2.0,0.11952168256238326,20.0,0.9932997087996841,0.0
2.1,0.1248448215665542,20.0,0.992786680631879,0.0
2.2,0.1304050372939627,20.0,0.9922508037207185,0.0
2.3000000000000003,0.13621288843425722,20.0,0.9916910604513702,0.0
2.4000000000000004,0.14227940392960872,20.0,0.9911063878874746,0.0
2.5,0.1486161039183542,20.0,0.9904956757526592,0.0
2.6,0.15523502161140795,20.0,0.9898577643221557,0.0
2.7,0.16214872614298284,20.0,0.9891914422205159,0.0
2.8000000000000003,0.16937034643901439,20.0,0.9884954441212451,0.0
2.9000000000000004,0.17691359614861324,20.0,0.987768448343983,0.0
3.0,0.18479279968589024,20.0,0.9870090743446708,0.0
3.1,0.19302291943160657,20.0,0.9862158800939378,0.0
3.2,0.2016195841463042,20.0,0.9853873593387292,0.0
3.3000000000000003,0.21059911864887235,20.0,0.9845219387419751,0.0
3.4000000000000004,0.21997857481690877,20.0,0.9836179748948681,0.0
3.5,0.2297757639677446,20.0,0.9826737511960779,0.0
3.6,0.2400092906816233,20.0,0.9816874745919743,0.0
3.7,0.25069858813126317,20.0,0.9806572721716701,0.0
3.8000000000000003,0.2618639549848931,20.0,0.9795811876104176,0.0
3.9000000000000004,0.27352659395283935,20.0,0.9784571774546036,0.0
4.0,0.2857086520508621,20.0,0.9772831072412903,0.0
4.1000000000000005,0.29843326265670134,20.0,0.9760567474449311,0.0
4.2,0.31172458943969505,20.0,0.9747757692435663,0.0
4.3,0.32560787224689225,20.0,0.9734377400964569,0.0
4.4,0.34010947503279587,20.0,0.9720401191247596,0.0
4.5,0.35525693592375374,20.0,0.9705802522864715,0.0
4.6000000000000005,0.371079019512068,20.0,0.9690553673364802,0.0
4.7,0.3876057714791281,20.0,0.9674625685621506,0.0
4.800000000000001,0.404868575651295,20.0,0.9657988312844494,0.0
4.9,0.4229002135968843,20.0,0.9640609961141671,0.0
5.0,0.4417349268774209,20.0,0.9622457629523286,0.0
5.1000000000000005,0.4614084820713791,20.0,0.9603496847234001,0.0
5.2,0.4819582386938857,20.0,0.9583691608293925,0.0
5.300000000000001,0.5034232201413641,20.0,0.9563004303124285,0.0
5.4,0.5258441877958409,20.0,0.9541395647127926,0.0
5.5,0.5492637184296373,20.0,0.9518824606088988,0.0
5.6000000000000005,0.5737262850574348,20.0,0.9495248318250111,0.0
5.7,0.5992783413892498,20.0,0.9470622012919194,0.0
5.800000000000001,0.6259684100446922,20.0,0.9444898925451134,0.0
5.9,0.6538471746960232,20.0,0.9418030208443117,0.0
6.0,0.6829675763149909,20.0,0.9389964838974799,0.0
6.1000000000000005,0.7133849137062119,20.0,0.9360649521717257,0.0
6.2,0.7451569485180095,20.0,0.9330028587726685,0.0
6.300000000000001,0.7783440149301218,20.0,0.9298043888730678,0.0
