,minimum,maximum
PHBS_syn_1,10.000000000000002,10.0
3OXCOAT,0.0,10.0
AACLAM,0.0,25.776666666666607
AACOAR_syn,10.000000000000002,10.0
ACACT1r,-10.0,15.790925925925876
ACACT2r,-8.944166666666684,0.0016498102086958887
ACACT3r,-8.944166666666655,0.0016498861147664992
APATi,0.0,9.999999999999998
BSCT,-2.7267493155829407e-05,4.1799999999999935
CS,0.0,16.965999999999994
DHNCOAT,0.0,2.7178304966582745e-05
DHPACCOAHIT,0.0,10.000000000000002
DPCOAK,0.0,8.592222222222233
FACOAE120,0.0,5.504102564102563
FACOAE140,0.0,12.88833333333337
FACOAE160,0.0,12.888333333333332
FACOAE161,0.0,12.888333333333323
FACOAE180,0.0,5.155333333333332
FACOAL100t2pp,0.0,8.895040160642568
FACOAL120t2pp,0.0,8.139900941059926
FACOAL140,0.0,12.888333333333259
FACOAL140_ISO,0.0,0.00013001456838431858
FACOAL140t2pp,0.0,7.148460323726808
FACOAL141t2pp,0.0,7.232219730698807
FACOAL150_ISO,0.0,0.0026020226426718206
FACOAL150_anteiso,0.0,0.004423438492542069
FACOAL160,0.0,12.888333333333257
FACOAL160_ISO,0.0,0.0006505056606679522
FACOAL160t2pp,0.0,6.44416666666665
FACOAL161,0.0,12.888333333333286
FACOAL161t2pp,0.0,5.155333333333311
FACOAL170_ISO,0.0,0.0009107079249351338
FACOAL170_anteiso,0.0,0.002211719246271044
FACOAL180_2,0.0,0.00039030339640077255
FACOAL180t2pp,0.0,5.155333333333329
FACOAL181,0.0,1.7556767676767748
FACOAL181t2pp,0.0,1.480511073253828
FACOAL60t2pp,0.0,8.793333333333365
FACOAL80t2pp,0.0,8.944166666666625
FAS140,0.0,5.504102564102573
G1PACT,0.0,8.592222222222219
G3POA_BS,0.0,0.006505056606679539
GLYAT,-10.0,10.0
Growth,0.0,0.3252528303339764
HIBHr,0.0,9.925968364197528
HSERTA,0.0,7.732999999999977
IPPS,0.0,8.592222222222256
KAS1,0.0,0.00013001503800167926
KAS11,0.0,0.0009107079249351382
KAS12,0.0,0.002211719246271045
KAS13,0.0,0.00039030339640077255
KAS17,0.0,1.7556767676767622
KAS2,0.0,2.1564764267989958
KAS3,0.0,0.0026020226426718106
KAS4,0.0,0.0044234384925420905
KAS6,0.0,0.0006505056606679547
KAS7,0.0,1.9355456570155725
KAS8,0.0,1.9355456570155742
MACCOAT,0.0,11.120909090909084
MALS,0.0,9.644000000000004
MCITS,0.0,16.95083333333332
