scenario,growth_rate,glc_uptake,phb_flux,mass_yield_g_g,c_yield,pct_theoretical
growth_optimal,0.44537015293376425,0.0,0.0,,,
PHB_optimal,0.06395834650787935,0.0,10.0,,,
growth_coupled_90pct,0.4008331376403871,0.0,3.9379815139088534,,,
