glucose_uptake,o2_uptake,nh4_uptake,PHB_flux_output
9.140625,13.37890625,6.5234375,3.937981513908724
19.296875,10.44921875,6.5234375,3.9367604811143684
19.296875,13.37890625,0.9765625,3.937981513908661
19.296875,10.44921875,0.9765625,3.9367604811146926
9.140625,13.37890625,0.9765625,3.937981513908776
9.140625,10.44921875,6.5234375,3.9367604811146775
9.140625,10.44921875,0.9765625,3.936760481114651
14.296875,7.12890625,4.0234375,3.3853834291030465
14.140625,7.12890625,4.0234375,3.3853834291030744
14.296875,4.19921875,4.0234375,3.123177682505115
14.296875,7.12890625,3.4765625,3.385383429102894
14.296875,4.19921875,3.4765625,3.1231776825054327
14.140625,7.12890625,3.4765625,3.3853834291030473
14.140625,4.19921875,4.0234375,3.123177682505472
14.140625,4.19921875,3.4765625,3.12317768250526
4.296875,19.62890625,9.0234375,3.937981513908699
4.140625,19.62890625,9.0234375,3.9379815139086722
4.296875,16.69921875,9.0234375,3.9379815139085306
4.296875,19.62890625,8.4765625,3.9379815139086496
4.296875,16.69921875,8.4765625,3.9379815139087793
4.140625,19.62890625,8.4765625,3.937981513908658
4.140625,16.69921875,9.0234375,3.9379815139085705
4.140625,16.69921875,8.4765625,3.9379815139087726
3.046875,5.56640625,4.6484375,3.0865442254945736
7.890625,5.56640625,4.6484375,3.0865442254946247
3.046875,2.63671875,4.6484375,3.332060327575348
3.046875,5.56640625,9.1015625,3.086544225494664
3.046875,2.63671875,9.1015625,3.332060327575481
7.890625,5.56640625,9.1015625,3.086544225494799
7.890625,2.63671875,4.6484375,3.3320603275755762
7.890625,2.63671875,9.1015625,3.332060327575443
13.046875,18.06640625,9.6484375,3.937981513908564
17.890625,18.06640625,9.6484375,3.937981513908387
13.046875,15.13671875,9.6484375,3.937981513908728
13.046875,18.06640625,4.1015625,3.937981513908523
13.046875,15.13671875,4.1015625,3.937981513908746
17.890625,18.06640625,4.1015625,3.9379815139085976
17.890625,15.13671875,9.6484375,3.9379815139088397
17.890625,15.13671875,4.1015625,3.9379815139087184
18.046875,11.81640625,2.1484375,3.9379815139086496
2.890625,11.81640625,2.1484375,3.9379815139086527
18.046875,21.38671875,2.1484375,3.9379815139086527
18.046875,11.81640625,1.6015625,3.937981513908692
18.046875,21.38671875,1.6015625,3.937981513908724
2.890625,11.81640625,1.6015625,3.937981513908445
2.890625,21.38671875,2.1484375,3.9379815139087544
2.890625,21.38671875,1.6015625,3.9379815139086656
8.046875,24.31640625,7.1484375,3.9379815139086443
12.890625,24.31640625,7.1484375,3.9379815139087357
8.046875,8.88671875,7.1484375,3.7202048576744517
8.046875,24.31640625,6.6015625,3.9379815139085714
8.046875,8.88671875,6.6015625,3.7202048576744717
12.890625,24.31640625,6.6015625,3.9379815139085967
12.890625,8.88671875,7.1484375,3.7202048576744193
12.890625,8.88671875,6.6015625,3.7202048576744735
5.546875,8.69140625,8.3984375,3.683002476721921
10.390625,8.69140625,8.3984375,3.6830024767220926
5.546875,12.01171875,8.3984375,3.937981513908579
5.546875,8.69140625,7.8515625,3.6830024767219243
5.546875,12.01171875,7.8515625,3.937981513908741
10.390625,8.69140625,7.8515625,3.6830024767221126
10.390625,12.01171875,8.3984375,3.937981513908764
10.390625,12.01171875,7.8515625,3.937981513908647
15.546875,21.19140625,3.3984375,3.93798151390875
0.390625,21.19140625,3.3984375,3.9379815139085412
15.546875,24.51171875,3.3984375,3.937981513908814
15.546875,21.19140625,2.8515625,3.937981513908783
15.546875,24.51171875,2.8515625,3.937981513908667
0.390625,21.19140625,2.8515625,3.937981513908594
0.390625,24.51171875,3.3984375,3.937981513908664
0.390625,24.51171875,2.8515625,3.9379815139086074
10.546875,2.44140625,5.8984375,3.327246069338299
15.390625,2.44140625,5.8984375,3.3272460693381136
10.546875,18.26171875,5.8984375,3.937981513908657
10.546875,2.44140625,0.3515625,3.329417676781712
10.546875,18.26171875,0.3515625,3.9379815139086345
15.390625,2.44140625,0.3515625,3.3294176767815338
15.390625,18.26171875,5.8984375,3.9379815139084644
15.390625,18.26171875,0.3515625,3.937981513908554
0.546875,14.94140625,0.8984375,3.9379815139086807
5.390625,14.94140625,0.8984375,3.937981513908828
0.546875,5.76171875,0.8984375,3.1249667624363147
0.546875,14.94140625,5.3515625,3.9379815139085697
0.546875,5.76171875,5.3515625,3.1249667624362907
5.390625,14.94140625,5.3515625,3.9379815139086602
5.390625,5.76171875,0.8984375,3.1249667624363084
5.390625,5.76171875,5.3515625,3.124966762436338
0.390625,4.98046875,5.9765625,2.969356725494553
18.046875,4.98046875,5.9765625,2.9693567254946442
0.390625,6.34765625,5.9765625,3.23657390529337
0.390625,4.98046875,8.7109375,2.969356725494543
0.390625,6.34765625,8.7109375,3.236573905293504
18.046875,4.98046875,8.7109375,2.9693567254946407
18.046875,6.34765625,5.9765625,3.236573905293415
18.046875,6.34765625,8.7109375,3.236573905293453
10.390625,17.48046875,0.9765625,3.9379815139086443
8.046875,17.48046875,0.9765625,3.937981513908727
10.390625,18.84765625,0.9765625,3.93798151390861
10.390625,17.48046875,3.7109375,3.937981513908645
10.390625,18.84765625,3.7109375,3.9379815139086176
8.046875,17.48046875,3.7109375,3.93798151390861
8.046875,18.84765625,0.9765625,3.9379815139087593
8.046875,18.84765625,3.7109375,3.9379815139087326
15.390625,11.23046875,8.4765625,3.9379815139086194
13.046875,11.23046875,8.4765625,3.937981513908631
15.390625,12.59765625,8.4765625,3.9379815139086487
15.390625,11.23046875,1.2109375,3.937981513908658
15.390625,12.59765625,1.2109375,3.937981513908646
13.046875,11.23046875,1.2109375,3.9379815139087184
13.046875,12.59765625,8.4765625,3.937981513908692
13.046875,12.59765625,1.2109375,3.937981513908693
5.390625,23.73046875,3.4765625,3.9379815139086904
3.046875,23.73046875,3.4765625,3.9379815139088308
5.390625,0.09765625,3.4765625,2.939302864547928
5.390625,23.73046875,6.2109375,3.937981513908647
5.390625,0.09765625,6.2109375,2.939302864547822
